# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 1372       1.039489214734e-10       3.074820703191e-12      -9.136437756454e-12       0.000000000000e+00       1.561161706797e-15       5.344030167875e-16      -7.239961504291e-17 
 1373       1.042039165985e-10       3.045998459335e-12      -9.132956617669e-12       0.000000000000e+00       1.556469117698e-15       5.342798666981e-16      -7.173048947317e-17 
 1374       1.044574163888e-10       3.017128068263e-12      -9.127157003117e-12       0.000000000000e+00       1.551793017836e-15       5.341367705596e-16      -7.105560750861e-17 
 1375       1.047092943347e-10       2.988218623254e-12      -9.119054372901e-12       0.000000000000e+00       1.547133353741e-15       5.339740304945e-16      -7.037513082620e-17 
 1376       1.049594394202e-10       2.959278700056e-12      -9.108670796445e-12       0.000000000000e+00       1.542490082016e-15       5.337917697980e-16      -6.968923103914e-17 
 1377       1.052077400207e-10       2.930316923850e-12      -9.096028514786e-12       0.000000000000e+00       1.537863158471e-15       5.335901128326e-16      -6.899808083752e-17 
 1378       1.054540839017e-10       2.901341969337e-12      -9.081149940903e-12       0.000000000000e+00       1.533252538128e-15       5.333691850302e-16      -6.830185399027e-17 
 1379       1.056983582177e-10       2.872362560833e-12      -9.064057660066e-12       0.000000000000e+00       1.528658175212e-15       5.331291128945e-16      -6.760072534719e-17 
 1380       1.059404495114e-10       2.843387472354e-12      -9.044774430162e-12       0.000000000000e+00       1.524080023154e-15       5.328700240029e-16      -6.689487084094e-17 
 1381       1.061802437125e-10       2.814425527706e-12      -9.023323182043e-12       0.000000000000e+00       1.519518034588e-15       5.325920470087e-16      -6.618446748902e-17 
 1382       1.064176261365e-10       2.785485600572e-12      -8.999727019856e-12       0.000000000000e+00       1.514972161348e-15       5.322953116433e-16      -6.546969339577e-17 
 1383       1.066524814834e-10       2.756576614607e-12      -8.974009221384e-12       0.000000000000e+00       1.510442354466e-15       5.319799487182e-16      -6.475072775437e-17 
 1384       1.068846938374e-10       2.727707543521e-12      -8.946193238384e-12       0.000000000000e+00       1.505928564173e-15       5.316460901275e-16      -6.402775084883e-17 
 1385       1.071141466651e-10       2.698887411170e-12      -8.916302696920e-12       0.000000000000e+00       1.501430739895e-15       5.312938688494e-16      -6.330094405598e-17 
 1386       1.073407228144e-10       2.670125291648e-12      -8.884361397708e-12       0.000000000000e+00       1.496948830249e-15       5.309234189490e-16      -6.257048984748e-17 
 1387       1.075643045140e-10       2.641430309372e-12      -8.850393316448e-12       0.000000000000e+00       1.492482783047e-15       5.305348755800e-16      -6.183657179179e-17 
 1388       1.077847733719e-10       2.612811639172e-12      -8.814422604161e-12       0.000000000000e+00       1.488032545288e-15       5.301283749871e-16      -6.109937455618e-17 
 1389       1.080020103744e-10       2.584278506384e-12      -8.776473587533e-12       0.000000000000e+00       1.483598063160e-15       5.297040545080e-16      -6.035908390874e-17 
 1390       1.082158958847e-10       2.555840186933e-12      -8.736570769245e-12       0.000000000000e+00       1.479179282037e-15       5.292620525756e-16      -5.961588672033e-17 
 1391       1.084263096427e-10       2.527506007426e-12      -8.694738828313e-12       0.000000000000e+00       1.474776146479e-15       5.288025087201e-16      -5.886997096662e-17 
 1392       1.086331307628e-10       2.499285345242e-12      -8.651002620430e-12       0.000000000000e+00       1.470388600224e-15       5.283255635711e-16      -5.812152573005e-17 
 1393       1.088362377338e-10       2.471187628618e-12      -8.605387178296e-12       0.000000000000e+00       1.466016586194e-15       5.278313588597e-16      -5.737074120185e-17 
 1394       1.090355084171e-10       2.443222336738e-12      -8.557917711962e-12       0.000000000000e+00       1.461660046490e-15       5.273200374211e-16      -5.661780868401e-17 
 1395       1.092308200459e-10       2.415398999828e-12      -8.508619609163e-12       0.000000000000e+00       1.457318922388e-15       5.267917431961e-16      -5.586292059131e-17 
 1396       1.094220492244e-10       2.387727199237e-12      -8.457518435661e-12       0.000000000000e+00       1.452993154339e-15       5.262466212334e-16      -5.510627045328e-17 
 1397       1.096090719262e-10       2.360216567531e-12      -8.404639935574e-12       0.000000000000e+00       1.448682681969e-15       5.256848176921e-16      -5.434805291619e-17 
 1398       1.097917634934e-10       2.332876788581e-12      -8.350010031722e-12       0.000000000000e+00       1.444387444074e-15       5.251064798436e-16      -5.358846374508e-17 
 1399       1.099699986359e-10       2.305717597653e-12      -8.293654825962e-12       0.000000000000e+00       1.440107378619e-15       5.245117560735e-16      -5.282769982573e-17 
 1400       1.101436514296e-10       2.278748781495e-12      -8.235600599521e-12       0.000000000000e+00       1.435842422739e-15       5.239007958842e-16      -5.206595916665e-17 
 1401       1.103125953160e-10       2.251980178429e-12      -8.175873813342e-12       0.000000000000e+00       1.431592512733e-15       5.232737498966e-16      -5.130344090111e-17 
 1402       1.104767031007e-10       2.225421678436e-12      -8.114501108412e-12       0.000000000000e+00       1.427357584064e-15       5.226307698527e-16      -5.054034528907e-17 
 1403       1.106358469525e-10       2.199083223251e-12      -8.051509306109e-12       0.000000000000e+00       1.423137571358e-15       5.219720086173e-16      -4.977687371924e-17 
 1404       1.107898984022e-10       2.172974806445e-12      -7.986925408531e-12       0.000000000000e+00       1.418932408400e-15       5.212976201804e-16      -4.901322871104e-17 
 1405       1.109387283417e-10       2.147106473521e-12      -7.920776598840e-12       0.000000000000e+00       1.414742028135e-15       5.206077596592e-16      -4.824961391658e-17 
 1406       1.110822070227e-10       2.121488321999e-12      -7.853090241598e-12       0.000000000000e+00       1.410566362664e-15       5.199025833005e-16      -4.748623412271e-17 
 1407       1.112202040558e-10       2.096130501505e-12      -7.783893883099e-12       0.000000000000e+00       1.406405343242e-15       5.191822484824e-16      -4.672329525294e-17 
 1408       1.113525884092e-10       2.071043213862e-12      -7.713215251717e-12       0.000000000000e+00       1.402258900280e-15       5.184469137168e-16      -4.596100436951e-17 
 1409       1.114792284079e-10       2.046236713180e-12      -7.641082258234e-12       0.000000000000e+00       1.398126963336e-15       5.176967386516e-16      -4.519956967532e-17 
 1410       1.115999917325e-10       2.021721305940e-12      -7.567522996182e-12       0.000000000000e+00       1.394009461120e-15       5.169318840724e-16      -4.443920051596e-17 
 1411       1.117147454180e-10       1.997507351090e-12      -7.492565742181e-12       0.000000000000e+00       1.389906321489e-15       5.161525119050e-16      -4.368010738170e-17 
 1412       1.118233558528e-10       1.973605260128e-12      -7.416238956273e-12       0.000000000000e+00       1.385817471445e-15       5.153587852175e-16      -4.292250190949e-17 
 1413       1.119256887776e-10       1.950025497196e-12      -7.338571282265e-12       0.000000000000e+00       1.381742837135e-15       5.145508682224e-16      -4.216659688491e-17 
 1414       1.120216092846e-10       1.926778579165e-12      -7.259591548062e-12       0.000000000000e+00       1.377682343846e-15       5.137289262785e-16      -4.141260624424e-17 
 1415       1.121109818159e-10       1.903875075728e-12      -7.179328766006e-12       0.000000000000e+00       1.373635916007e-15       5.128931258937e-16      -4.066074507637e-17 
 1416       1.121936701627e-10       1.881325609486e-12      -7.097812133214e-12       0.000000000000e+00       1.369603477184e-15       5.120436347263e-16      -3.991122962489e-17 
 1417       1.122695374644e-10       1.859140856038e-12      -7.015071031914e-12       0.000000000000e+00       1.365584950081e-15       5.111806215877e-16      -3.916427728998e-17 
 1418       1.123384462072e-10       1.837331544071e-12      -6.931135029786e-12       0.000000000000e+00       1.361580256535e-15       5.103042564444e-16      -3.842010663050e-17 
 1419       1.124002582230e-10       1.815908455449e-12      -6.846033880295e-12       0.000000000000e+00       1.357589317516e-15       5.094147104202e-16      -3.767893736589e-17 
 1420       1.124548346887e-10       1.794882425300e-12      -6.759797523033e-12       0.000000000000e+00       1.353612053127e-15       5.085121557980e-16      -3.694099037826e-17 
 1421       1.125020361248e-10       1.774264342109e-12      -6.672456084053e-12       0.000000000000e+00       1.349648382596e-15       5.075967660226e-16      -3.620648771432e-17 
 1422       1.125417223943e-10       1.754065147804e-12      -6.584039876208e-12       0.000000000000e+00       1.345698224283e-15       5.066687157021e-16      -3.547565258740e-17 
 1423       1.125737791681e-10       1.734294178480e-12      -6.494580037970e-12       0.000000000000e+00       1.341761503909e-15       5.057280976377e-16      -3.474865661936e-17 
 1424       1.125981976204e-10       1.714954167739e-12      -6.404110456391e-12       0.000000000000e+00       1.337838179372e-15       5.047746729744e-16      -3.402546096922e-17 
 1425       1.126149955499e-10       1.696046192178e-12      -6.312665864578e-12       0.000000000000e+00       1.333928216184e-15       5.038081184866e-16      -3.330597357577e-17 
 1426       1.126241909889e-10       1.677571326080e-12      -6.220281205375e-12       0.000000000000e+00       1.330031579257e-15       5.028281093153e-16      -3.259010176831e-17 
 1427       1.126258022029e-10       1.659530641413e-12      -6.126991631743e-12       0.000000000000e+00       1.326148232900e-15       5.018343189651e-16      -3.187775226558e-17 
 1428       1.126198476919e-10       1.641925207814e-12      -6.032832507135e-12       0.000000000000e+00       1.322278140818e-15       5.008264193018e-16      -3.116883117456e-17 
 1429       1.126063461906e-10       1.624756092583e-12      -5.937839405868e-12       0.000000000000e+00       1.318421266108e-15       4.998040805493e-16      -3.046324398941e-17 
 1430       1.125853166688e-10       1.608024360673e-12      -5.842048113502e-12       0.000000000000e+00       1.314577571264e-15       4.987669712869e-16      -2.976089559029e-17 
 1431       1.125567783317e-10       1.591731074683e-12      -5.745494627213e-12       0.000000000000e+00       1.310747018170e-15       4.977147584464e-16      -2.906169024224e-17 
 1432       1.125207506209e-10       1.575877294843e-12      -5.648215156171e-12       0.000000000000e+00       1.306929568099e-15       4.966471073098e-16      -2.836553159407e-17 
 1433       1.124772532146e-10       1.560464079013e-12      -5.550246121911e-12       0.000000000000e+00       1.303125181716e-15       4.955636815060e-16      -2.767232267721e-17 
 1434       1.124263060279e-10       1.545492482668e-12      -5.451624158713e-12       0.000000000000e+00       1.299333819071e-15       4.944641430083e-16      -2.698196590458e-17 
 1435       1.123679292138e-10       1.530963558889e-12      -5.352386113975e-12       0.000000000000e+00       1.295555439602e-15       4.933481521315e-16      -2.629436306949e-17 
 1436       1.123021431630e-10       1.516878358357e-12      -5.252569048589e-12       0.000000000000e+00       1.291790002132e-15       4.922153675292e-16      -2.560941534445e-17 
 1437       1.122289685050e-10       1.503237929343e-12      -5.152210237316e-12       0.000000000000e+00       1.288037464867e-15       4.910654461911e-16      -2.492702328010e-17 
 1438       1.121484261083e-10       1.490043317696e-12      -5.051347169160e-12       0.000000000000e+00       1.284297785395e-15       4.898980434401e-16      -2.424708680404e-17 
 1439       1.120605370808e-10       1.477295566837e-12      -4.950017547747e-12       0.000000000000e+00       1.280570920686e-15       4.887128129293e-16      -2.356950521974e-17 
 1440       1.119653227705e-10       1.464995717749e-12      -4.848259291697e-12       0.000000000000e+00       1.276856827090e-15       4.875094066399e-16      -2.289417720535e-17 
 1441       1.118628047660e-10       1.453144808968e-12      -4.746110535001e-12       0.000000000000e+00       1.273155460333e-15       4.862874748778e-16      -2.222100081264e-17 
 1442       1.117530048966e-10       1.441743876572e-12      -4.643609627397e-12       0.000000000000e+00       1.269466775521e-15       4.850466662711e-16      -2.154987346580e-17 
 1443       1.116359452334e-10       1.430793954174e-12      -4.540795134741e-12       0.000000000000e+00       1.265790727133e-15       4.837866277671e-16      -2.088069196037e-17 
 1444       1.115116480893e-10       1.420296072912e-12      -4.437705839389e-12       0.000000000000e+00       1.262127269023e-15       4.825070046299e-16      -2.021335246207e-17 
 1445       1.113801360194e-10       1.410251261442e-12      -4.334380740569e-12       0.000000000000e+00       1.258476354419e-15       4.812074404373e-16      -1.954775050570e-17 
 1446       1.112414318222e-10       1.400660545923e-12      -4.230859054754e-12       0.000000000000e+00       1.254837935919e-15       4.798875770782e-16      -1.888378099397e-17 
 1447       1.110955585392e-10       1.391524950016e-12      -4.127180216041e-12       0.000000000000e+00       1.251211965493e-15       4.785470547498e-16      -1.822133819642e-17 
 1448       1.109425394560e-10       1.382845494867e-12      -4.023383876526e-12       0.000000000000e+00       1.247598394477e-15       4.771855119547e-16      -1.756031574825e-17 
 1449       1.107823981025e-10       1.374623199104e-12      -3.919509906677e-12       0.000000000000e+00       1.243997173577e-15       4.758025854983e-16      -1.690060664920e-17 
 1450       1.106151582535e-10       1.366859078824e-12      -3.815598395713e-12       0.000000000000e+00       1.240408252865e-15       4.743979104859e-16      -1.624210326242e-17 
 1451       1.104408439291e-10       1.359554147585e-12      -3.711689651976e-12       0.000000000000e+00       1.236831581776e-15       4.729711203200e-16      -1.558469731336e-17 
 1452       1.102594793954e-10       1.352709416398e-12      -3.607824203306e-12       0.000000000000e+00       1.233267109110e-15       4.715218466974e-16      -1.492827988862e-17 
 1453       1.100710891645e-10       1.346325893715e-12      -3.504042797420e-12       0.000000000000e+00       1.229714783029e-15       4.700497196068e-16      -1.427274143480e-17 
 1454       1.098756979957e-10       1.340404585425e-12      -3.400386402286e-12       0.000000000000e+00       1.226174551055e-15       4.685543673254e-16      -1.361797175743e-17 
 1455       1.096733308952e-10       1.334946494838e-12      -3.296896206496e-12       0.000000000000e+00       1.222646360070e-15       4.670354164167e-16      -1.296386001976e-17 
 1456       1.094640131173e-10       1.329952622681e-12      -3.193613619643e-12       0.000000000000e+00       1.219130156314e-15       4.654924917274e-16      -1.231029474170e-17 
 1457       1.092477701644e-10       1.325423967088e-12      -3.090580272698e-12       0.000000000000e+00       1.215625885382e-15       4.639252163850e-16      -1.165716379866e-17 
 1458       1.090246277876e-10       1.321361523589e-12      -2.987838018382e-12       0.000000000000e+00       1.212133492228e-15       4.623332117942e-16      -1.100435442042e-17 
 1459       1.087946119874e-10       1.317766285102e-12      -2.885428931546e-12       0.000000000000e+00       1.208652921156e-15       4.607160976353e-16      -1.035175319000e-17 
 1460       1.085577490139e-10       1.314639241923e-12      -2.783395309540e-12       0.000000000000e+00       1.205184115826e-15       4.590734918604e-16      -9.699246042518e-18 
 1461       1.083140653674e-10       1.311981381721e-12      -2.681779672594e-12       0.000000000000e+00       1.201727019247e-15       4.574050106912e-16      -9.046718264100e-18 
 1462       1.080635877991e-10       1.309793689521e-12      -2.580624764190e-12       0.000000000000e+00       1.198281573779e-15       4.557102686160e-16      -8.394054490707e-18 
 1463       1.078063433109e-10       1.308077147702e-12      -2.479973551442e-12       0.000000000000e+00       1.194847721130e-15       4.539888783870e-16      -7.741138707022e-18 
 1464       1.075423591569e-10       1.306832735986e-12      -2.379869225463e-12       0.000000000000e+00       1.191425402355e-15       4.522404510175e-16      -7.087854245324e-18 
 1465       1.072716628431e-10       1.306061431426e-12      -2.280355201749e-12       0.000000000000e+00       1.188014557857e-15       4.504645957793e-16      -6.434083784348e-18 
 1466       1.069942821280e-10       1.305764208400e-12      -2.181475120550e-12       0.000000000000e+00       1.184615127381e-15       4.486609201994e-16      -5.779709348162e-18 
 1467       1.067102450234e-10       1.305942038600e-12      -2.083272847244e-12       0.000000000000e+00       1.181227050016e-15       4.468290300580e-16      -5.124612305035e-18 
 1468       1.064195797948e-10       1.306595891025e-12      -1.985792472719e-12       0.000000000000e+00       1.177850264194e-15       4.449685293851e-16      -4.468673366305e-18 
 1469       1.061223149615e-10       1.307726731969e-12      -1.889078313738e-12       0.000000000000e+00       1.174484707685e-15       4.430790204579e-16      -3.811772585252e-18 
 1470       1.058184792975e-10       1.309335525014e-12      -1.793174913326e-12       0.000000000000e+00       1.171130317602e-15       4.411601037981e-16      -3.153789355963e-18 
 1471       1.055081018320e-10       1.311423231020e-12      -1.698127041135e-12       0.000000000000e+00       1.167787030391e-15       4.392113781693e-16      -2.494602412208e-18 
 1472       1.051912251747e-10       1.313989601851e-12      -1.603974943671e-12       0.000000000000e+00       1.164454788107e-15       4.372325638383e-16      -1.834142178013e-18 
 1473       1.048679456363e-10       1.317029548456e-12      -1.510740042571e-12       0.000000000000e+00       1.161133557274e-15       4.352238737063e-16      -1.172548390694e-18 
 1474       1.045383735078e-10       1.320536736681e-12      -1.418439094964e-12       0.000000000000e+00       1.157823310207e-15       4.331856458598e-16      -5.100140417290e-19 
 1475       1.042026197728e-10       1.324504790187e-12      -1.327088930853e-12       0.000000000000e+00       1.154524018760e-15       4.311182206452e-16       1.532668310672e-19 
 1476       1.038607961086e-10       1.328927290372e-12      -1.236706453219e-12       0.000000000000e+00       1.151235654320e-15       4.290219406724e-16       8.170991417768e-19 
 1477       1.035130148874e-10       1.333797776294e-12      -1.147308638135e-12       0.000000000000e+00       1.147958187811e-15       4.268971508192e-16       1.481286754611e-18 
 1478       1.031593891779e-10       1.339109744599e-12      -1.058912534884e-12       0.000000000000e+00       1.144691589690e-15       4.247441982351e-16       2.145632482142e-18 
 1479       1.028000327458e-10       1.344856649442e-12      -9.715352660644e-13       0.000000000000e+00       1.141435829950e-15       4.225634323453e-16       2.809938083539e-18 
 1480       1.024350600560e-10       1.351031902412e-12      -8.851940277073e-13       0.000000000000e+00       1.138190878114e-15       4.203552048552e-16       3.474004262797e-18 
 1481       1.020645862728e-10       1.357628872453e-12      -7.999060893865e-13       0.000000000000e+00       1.134956703235e-15       4.181198697540e-16       4.137630666971e-18 
 1482       1.016887272619e-10       1.364640885796e-12      -7.156887943320e-13       0.000000000000e+00       1.131733273900e-15       4.158577833187e-16       4.800615884412e-18 
 1483       1.013075995913e-10       1.372061225875e-12      -6.325595595421e-13       0.000000000000e+00       1.128520558223e-15       4.135693041185e-16       5.462757442993e-18 
 1484       1.009213205323e-10       1.379883133254e-12      -5.505358758960e-13       0.000000000000e+00       1.125318523845e-15       4.112547930188e-16       6.123851808350e-18 
 1485       1.005300080614e-10       1.388099805553e-12      -4.696353082664e-13       0.000000000000e+00       1.122127137937e-15       4.089146131849e-16       6.783694382107e-18 
 1486       1.001337808608e-10       1.396704397369e-12      -3.898754956316e-13       0.000000000000e+00       1.118946367194e-15       4.065491300863e-16       7.442079500115e-18 
 1487       9.973275831993e-11       1.405690020202e-12      -3.112741511883e-13       0.000000000000e+00       1.115776177838e-15       4.041587115008e-16       8.098800430682e-18 
 1488       9.932706053678e-11       1.415049742378e-12      -2.338490624642e-13       0.000000000000e+00       1.112616535613e-15       4.017437275185e-16       8.753649372803e-18 
 1489       9.891680831898e-11       1.424776588975e-12      -1.576180914299e-13       0.000000000000e+00       1.109467405790e-15       3.993045505458e-16       9.406417454401e-18 
 1490       9.850212318500e-11       1.434863541745e-12      -8.259917461201e-14       0.000000000000e+00       1.106328753157e-15       3.968415553093e-16       1.005689473055e-17 
 1491       9.808312736549e-11       1.445303539038e-12      -8.810323205151e-15       0.000000000000e+00       1.103200542028e-15       3.943551188603e-16       1.070487018171e-17 
 1492       9.765994380439e-11       1.456089475729e-12       6.373037681528e-14       0.000000000000e+00       1.100082736235e-15       3.918456205784e-16       1.135013171198e-17 
 1493       9.723269616022e-11       1.467214203137e-12       1.350047645808e-13       0.000000000000e+00       1.096975299130e-15       3.893134421756e-16       1.199246614729e-17 
 1494       9.680150880729e-11       1.478670528956e-12       2.049946042171e-13       0.000000000000e+00       1.093878193581e-15       3.867589677006e-16       1.263165923367e-17 
 1495       9.636650683690e-11       1.490451217171e-12       2.736815847322e-13       0.000000000000e+00       1.090791381976e-15       3.841825835428e-16       1.326749563546e-17 
 1496       9.592781605858e-11       1.502548987989e-12       3.410473199031e-13       0.000000000000e+00       1.087714826217e-15       3.815846784360e-16       1.389975893356e-17 
 1497       9.548556300134e-11       1.514956517761e-12       4.070733481640e-13       0.000000000000e+00       1.084648487725e-15       3.789656434630e-16       1.452823162367e-17 
 1498       9.503987491484e-11       1.527666438903e-12       4.717411324936e-13       0.000000000000e+00       1.081592327430e-15       3.763258720591e-16       1.515269511447e-17 
 1499       9.459087977065e-11       1.540671339825e-12       5.350320603025e-13       0.000000000000e+00       1.078546305779e-15       3.736657600164e-16       1.577292972592e-17 
 1500       9.413870626344e-11       1.553963764851e-12       5.969274433208e-13       0.000000000000e+00       1.075510382729e-15       3.709857054881e-16       1.638871468747e-17 
 1501       9.368348381226e-11       1.567536214144e-12       6.574085174859e-13       0.000000000000e+00       1.072484517750e-15       3.682861089920e-16       1.699982813626e-17 
 1502       9.322534256170e-11       1.581381143634e-12       7.164564428295e-13       0.000000000000e+00       1.069468669821e-15       3.655673734150e-16       1.760604711540e-17 
 1503       9.276441338316e-11       1.595490964937e-12       7.740523033657e-13       0.000000000000e+00       1.066462797431e-15       3.628299040170e-16       1.820714757217e-17 
 1504       9.230082787603e-11       1.609858045281e-12       8.301771069780e-13       0.000000000000e+00       1.063466858576e-15       3.600741084349e-16       1.880290435627e-17 
 1505       9.183471836896e-11       1.624474707429e-12       8.848117853072e-13       0.000000000000e+00       1.060480810760e-15       3.573003966867e-16       1.939309121805e-17 
 1506       9.136621792105e-11       1.639333229607e-12       9.379371936387e-13       0.000000000000e+00       1.057504610994e-15       3.545091811755e-16       1.997748080674e-17 
 1507       9.089546032308e-11       1.654425845424e-12       9.895341107903e-13       0.000000000000e+00       1.054538215792e-15       3.517008766935e-16       2.055584466868e-17 
 1508       9.042258009875e-11       1.669744743797e-12       1.039583238999e-12       0.000000000000e+00       1.051581581175e-15       3.488759004264e-16       2.112795324556e-17 
 1509       8.994771250585e-11       1.685282068875e-12       1.088065203811e-12       0.000000000000e+00       1.048634662664e-15       3.460346719569e-16       2.169357587265e-17 
 1510       8.947099353758e-11       1.701029919965e-12       1.134960553964e-12       0.000000000000e+00       1.045697415284e-15       3.431776132691e-16       2.225248077702e-17 
 1511       8.899255992366e-11       1.716980351455e-12       1.180249761280e-12       0.000000000000e+00       1.042769793563e-15       3.403051487527e-16       2.280443507579e-17 
 1512       8.851254913165e-11       1.733125372735e-12       1.223913220552e-12       0.000000000000e+00       1.039851751524e-15       3.374177052064e-16       2.334920477438e-17 
 1513       8.803109936809e-11       1.749456948128e-12       1.265931249429e-12       0.000000000000e+00       1.036943242695e-15       3.345157118427e-16       2.388655476468e-17 
 1514       8.754834957980e-11       1.765966996805e-12       1.306284088303e-12       0.000000000000e+00       1.034044220098e-15       3.315996002916e-16       2.441624882336e-17 
 1515       8.706443945505e-11       1.782647392719e-12       1.344951900203e-12       0.000000000000e+00       1.031154636255e-15       3.286698046044e-16       2.493804961004e-17 
 1516       8.657950942479e-11       1.799489964522e-12       1.381914770674e-12       0.000000000000e+00       1.028274443181e-15       3.257267612584e-16       2.545171866556e-17 
 1517       8.609370066390e-11       1.816486495490e-12       1.417152707670e-12       0.000000000000e+00       1.025403592389e-15       3.227709091602e-16       2.595701641021e-17 
 1518       8.560715509240e-11       1.833628723449e-12       1.450645641439e-12       0.000000000000e+00       1.022542034885e-15       3.198026896504e-16       2.645370214193e-17 
 1519       8.512001537664e-11       1.850908340701e-12       1.482373424415e-12       0.000000000000e+00       1.019689721168e-15       3.168225465072e-16       2.694153403459e-17 
 1520       8.463242493057e-11       1.868316993942e-12       1.512315831097e-12       0.000000000000e+00       1.016846601230e-15       3.138309259505e-16       2.742026913619e-17 
 1521       8.414451990927e-11       1.885846469600e-12       1.540457922554e-12       0.000000000000e+00       1.014012629366e-15       3.108283399262e-16       2.788971624951e-17 
 1522       8.365640510288e-11       1.903489251937e-12       1.566806196566e-12       0.000000000000e+00       1.011187778662e-15       3.078155566148e-16       2.834989513389e-17 
 1523       8.316817781328e-11       1.921237970158e-12       1.591372592568e-12       0.000000000000e+00       1.008372026646e-15       3.047934117629e-16       2.880087883092e-17 
 1524       8.267993584154e-11       1.939085213430e-12       1.614169141302e-12       0.000000000000e+00       1.005565350486e-15       3.017627455764e-16       2.924274092199e-17 
 1525       8.219177748872e-11       1.957023530810e-12       1.635207964983e-12       0.000000000000e+00       1.002767726990e-15       2.987244027283e-16       2.967555552926e-17 
 1526       8.170380155667e-11       1.975045431182e-12       1.654501277465e-12       0.000000000000e+00       9.999791326034e-16       2.956792323659e-16       3.009939731660e-17 
 1527       8.121610734886e-11       1.993143383190e-12       1.672061384402e-12       0.000000000000e+00       9.971995434115e-16       2.926280881179e-16       3.051434149059e-17 
 1528       8.072879467117e-11       2.011309815170e-12       1.687900683422e-12       0.000000000000e+00       9.944289351360e-16       2.895718281019e-16       3.092046380147e-17 
 1529       8.024196383271e-11       2.029537115085e-12       1.702031664284e-12       0.000000000000e+00       9.916672831355e-16       2.865113149320e-16       3.131784054418e-17 
 1530       7.975571564660e-11       2.047817630461e-12       1.714466909050e-12       0.000000000000e+00       9.889145624043e-16       2.834474157255e-16       3.170654855923e-17 
 1531       7.927015143084e-11       2.066143668317e-12       1.725219092246e-12       0.000000000000e+00       9.861707475719e-16       2.803810021108e-16       3.208666523376e-17 
 1532       7.878537300904e-11       2.084507495098e-12       1.734300981031e-12       0.000000000000e+00       9.834358129020e-16       2.773129502345e-16       3.245826850249e-17 
 1533       7.830148271128e-11       2.102901336615e-12       1.741725435362e-12       0.000000000000e+00       9.807097322921e-16       2.742441407687e-16       3.282143684868e-17 
 1534       7.781858337490e-11       2.121317377971e-12       1.747505408157e-12       0.000000000000e+00       9.779924792723e-16       2.711754589183e-16       3.317624930510e-17 
 1535       7.733677834532e-11       2.139747763501e-12       1.751653945464e-12       0.000000000000e+00       9.752840270050e-16       2.681077944286e-16       3.352278545503e-17 
 1536       7.685617147683e-11       2.158184596701e-12       1.754184186623e-12       0.000000000000e+00       9.725843482837e-16       2.650420415921e-16       3.386112543321e-17 
 1537       7.637686713342e-11       2.176619940164e-12       1.755109364438e-12       0.000000000000e+00       9.698934155326e-16       2.619790992565e-16       3.419134992685e-17 
 1538       7.589897018955e-11       2.195045815515e-12       1.754442805334e-12       0.000000000000e+00       9.672112008059e-16       2.589198708315e-16       3.451354017655e-17 
 1539       7.542258603100e-11       2.213454203340e-12       1.752197929529e-12       0.000000000000e+00       9.645376757865e-16       2.558652642963e-16       3.482777797731e-17 
 1540       7.494782055567e-11       2.231837043125e-12       1.748388251196e-12       0.000000000000e+00       9.618728117859e-16       2.528161922071e-16       3.513414567951e-17 
 1541       7.447478017435e-11       2.250186233188e-12       1.743027378634e-12       0.000000000000e+00       9.592165797430e-16       2.497735717039e-16       3.543272618985e-17 
 1542       7.400357181158e-11       2.268493630611e-12       1.736129014425e-12       0.000000000000e+00       9.565689502236e-16       2.467383245187e-16       3.572360297236e-17 
 1543       7.353430290643e-11       2.286751051174e-12       1.727706955607e-12       0.000000000000e+00       9.539298934196e-16       2.437113769819e-16       3.600686004935e-17 
 1544       7.306708141331e-11       2.304950269292e-12       1.717775093838e-12       0.000000000000e+00       9.512993791480e-16       2.406936600304e-16       3.628258200241e-17 
 1545       7.260201580277e-11       2.323083017944e-12       1.706347415557e-12       0.000000000000e+00       9.486773768507e-16       2.376861092141e-16       3.655085397334e-17 
 1546       7.213921506234e-11       2.341140988610e-12       1.693438002157e-12       0.000000000000e+00       9.460638555929e-16       2.346896647043e-16       3.681176166517e-17 
 1547       7.167878869730e-11       2.359115831204e-12       1.679061030144e-12       0.000000000000e+00       9.434587840634e-16       2.317052713000e-16       3.706539134312e-17 
 1548       7.122084673150e-11       2.376999154007e-12       1.663230771308e-12       0.000000000000e+00       9.408621305728e-16       2.287338784358e-16       3.731182983554e-17 
 1549       7.076549970818e-11       2.394782523600e-12       1.645961592885e-12       0.000000000000e+00       9.382738630536e-16       2.257764401891e-16       3.755116453495e-17 
 1550       7.031285869078e-11       2.412457464802e-12       1.627267957722e-12       0.000000000000e+00       9.356939490588e-16       2.228339152874e-16       3.778348339895e-17 
