# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  581       3.229532090530e-10       1.917442116883e-12       3.916957871134e-12       0.000000000000e+00       4.259531225471e-14       1.724715102374e-15      -2.864622928713e-16 
  582       3.218340444218e-10       1.953127912792e-12       3.980692873669e-12       0.000000000000e+00       4.233020884161e-14       1.751894675121e-15      -2.947820438585e-16 
  583       3.207013834939e-10       1.989242742864e-12       4.040303459446e-12       0.000000000000e+00       4.206716362840e-14       1.779611335750e-15      -3.030162698019e-16 
  584       3.195558757487e-10       2.025773716720e-12       4.095733548665e-12       0.000000000000e+00       4.180615312356e-14       1.807892051438e-15      -3.111651139727e-16 
  585       3.183981801109e-10       2.062707737328e-12       4.146926756203e-12       0.000000000000e+00       4.154715312333e-14       1.836764113356e-15      -3.192287343800e-16 
  586       3.172289649904e-10       2.100031500084e-12       4.193826390987e-12       0.000000000000e+00       4.129013870793e-14       1.866255137998e-15      -3.272073038545e-16 
  587       3.160489083236e-10       2.137731491898e-12       4.236375455362e-12       0.000000000000e+00       4.103508423785e-14       1.896393068505e-15      -3.351010101317e-16 
  588       3.148586976129e-10       2.175793990278e-12       4.274516644465e-12       0.000000000000e+00       4.078196335009e-14       1.927206175993e-15      -3.429100559365e-16 
  589       3.136590299673e-10       2.214205062413e-12       4.308192345598e-12       0.000000000000e+00       4.053074895444e-14       1.958723060884e-15      -3.506346590658e-16 
  590       3.124505861504e-10       2.252950674885e-12       4.337353463274e-12       0.000000000000e+00       4.028141651274e-14       1.990960294041e-15      -3.582748913071e-16 
  591       3.112339519373e-10       2.292017027632e-12       4.361986134953e-12       0.000000000000e+00       4.003395397336e-14       2.023885002352e-15      -3.658301906529e-16 
  592       3.100096948958e-10       2.331390226422e-12       4.382085673606e-12       0.000000000000e+00       3.978835207463e-14       2.057451362113e-15      -3.732998372091e-16 
  593       3.087783902349e-10       2.371056172093e-12       4.397647804128e-12       0.000000000000e+00       3.954460108134e-14       2.091612872702e-15      -3.806831132996e-16 
  594       3.075406208356e-10       2.411000559675e-12       4.408668665746e-12       0.000000000000e+00       3.930269078216e-14       2.126322353654e-15      -3.879793034944e-16 
  595       3.062969772832e-10       2.451208877517e-12       4.415144814433e-12       0.000000000000e+00       3.906261048701e-14       2.161531941731e-15      -3.951876946381e-16 
  596       3.050480578981e-10       2.491666406402e-12       4.417073225313e-12       0.000000000000e+00       3.882434902446e-14       2.197193088000e-15      -4.023075758780e-16 
  597       3.037944687674e-10       2.532358218676e-12       4.414451295073e-12       0.000000000000e+00       3.858789473911e-14       2.233256554902e-15      -4.093382386923e-16 
  598       3.025368237764e-10       2.573269177365e-12       4.407276844369e-12       0.000000000000e+00       3.835323548898e-14       2.269672413330e-15      -4.162789769183e-16 
  599       3.012757446402e-10       2.614383935300e-12       4.395548120239e-12       0.000000000000e+00       3.812035864291e-14       2.306390039700e-15      -4.231290867809e-16 
  600       3.000118609345e-10       2.655686934236e-12       4.379263798511e-12       0.000000000000e+00       3.788925107791e-14       2.343358113024e-15      -4.298878669206e-16 
  601       2.987458101279e-10       2.697162403981e-12       4.358422986209e-12       0.000000000000e+00       3.765989917659e-14       2.380524611984e-15      -4.365546184218e-16 
  602       2.974782376125e-10       2.738794361508e-12       4.333025223967e-12       0.000000000000e+00       3.743228882453e-14       2.417836812008e-15      -4.431286448412e-16 
  603       2.962097967359e-10       2.780566610088e-12       4.303070488437e-12       0.000000000000e+00       3.720640540766e-14       2.455241282340e-15      -4.496092522357e-16 
  604       2.949411488325e-10       2.822462738401e-12       4.268559194696e-12       0.000000000000e+00       3.698223380968e-14       2.492683883114e-15      -4.559957491911e-16 
  605       2.936729632548e-10       2.864466119669e-12       4.229492198658e-12       0.000000000000e+00       3.675975840939e-14       2.530109762431e-15      -4.622874468500e-16 
  606       2.924059174047e-10       2.906559910770e-12       4.185870799479e-12       0.000000000000e+00       3.653896307813e-14       2.567463353429e-15      -4.684836589402e-16 
  607       2.911406967656e-10       2.948727051364e-12       4.137696741973e-12       0.000000000000e+00       3.631983117716e-14       2.604688371356e-15      -4.745837018028e-16 
  608       2.898779949328e-10       2.990950263014e-12       4.084972219015e-12       0.000000000000e+00       3.610234555502e-14       2.641727810646e-15      -4.805868944207e-16 
  609       2.886185136460e-10       3.033212048308e-12       4.027699873954e-12       0.000000000000e+00       3.588648854494e-14       2.678523941993e-15      -4.864925584467e-16 
  610       2.873629628198e-10       3.075494689983e-12       3.965882803020e-12       0.000000000000e+00       3.567224196222e-14       2.715018309422e-15      -4.923000182315e-16 
  611       2.861120605759e-10       3.117780250044e-12       3.899524557734e-12       0.000000000000e+00       3.545958710163e-14       2.751151727363e-15      -4.980086008524e-16 
  612       2.848665332739e-10       3.160050568889e-12       3.828629147320e-12       0.000000000000e+00       3.524850473478e-14       2.786864277725e-15      -5.036176361415e-16 
  613       2.836271155432e-10       3.202287264428e-12       3.753201041107e-12       0.000000000000e+00       3.503897510752e-14       2.822095306972e-15      -5.091264567133e-16 
  614       2.823945503142e-10       3.244471731210e-12       3.673245170948e-12       0.000000000000e+00       3.483097793731e-14       2.856783423191e-15      -5.145343979939e-16 
  615       2.811695888497e-10       3.286585139539e-12       3.588766933620e-12       0.000000000000e+00       3.462449241065e-14       2.890866493171e-15      -5.198407982486e-16 
  616       2.799529388220e-10       3.328609309894e-12       3.499778368498e-12       0.000000000000e+00       3.441949968418e-14       2.924298303979e-15      -5.250451097995e-16 
  617       2.787451071313e-10       3.370529360664e-12       3.406316846136e-12       0.000000000000e+00       3.421599045848e-14       2.957098986390e-15      -5.301472355106e-16 
  618       2.775465534318e-10       3.412331121302e-12       3.308426826471e-12       0.000000000000e+00       3.401395757825e-14       2.989305778298e-15      -5.351472003170e-16 
  619       2.763577417644e-10       3.454000262098e-12       3.206153727921e-12       0.000000000000e+00       3.381339354298e-14       3.020956470486e-15      -5.400450408194e-16 
  620       2.751791405720e-10       3.495522293579e-12       3.099543931749e-12       0.000000000000e+00       3.361429050509e-14       3.052089408966e-15      -5.448408053476e-16 
  621       2.740112227143e-10       3.536882565907e-12       2.988644786419e-12       0.000000000000e+00       3.341664026814e-14       3.082743497314e-15      -5.495345540237e-16 
  622       2.728544654829e-10       3.578066268278e-12       2.873504611956e-12       0.000000000000e+00       3.322043428498e-14       3.112958199001e-15      -5.541263588255e-16 
  623       2.717093506163e-10       3.619058428321e-12       2.754172704302e-12       0.000000000000e+00       3.302566365593e-14       3.142773539732e-15      -5.586163036497e-16 
  624       2.705763643150e-10       3.659843911494e-12       2.630699339681e-12       0.000000000000e+00       3.283231912701e-14       3.172230109781e-15      -5.630044843754e-16 
  625       2.694559972564e-10       3.700407420484e-12       2.503135778953e-12       0.000000000000e+00       3.264039108804e-14       3.201369066323e-15      -5.672910089276e-16 
  626       2.683487446101e-10       3.740733494608e-12       2.371534271974e-12       0.000000000000e+00       3.244986957087e-14       3.230232135772e-15      -5.714759973401e-16 
  627       2.672551060526e-10       3.780806509206e-12       2.235948061955e-12       0.000000000000e+00       3.226074424753e-14       3.258861616113e-15      -5.755595818193e-16 
  628       2.661755857824e-10       3.820610675046e-12       2.096431389823e-12       0.000000000000e+00       3.207300442845e-14       3.287300379240e-15      -5.795419068074e-16 
  629       2.651106925352e-10       3.860130037715e-12       1.953039498577e-12       0.000000000000e+00       3.188663906059e-14       3.315591873289e-15      -5.834231290457e-16 
  630       2.640609395989e-10       3.899348477025e-12       1.805828637647e-12       0.000000000000e+00       3.170163672565e-14       3.343780124976e-15      -5.872034176380e-16 
  631       2.630268448282e-10       3.938249706407e-12       1.654856067258e-12       0.000000000000e+00       3.151798563821e-14       3.371909741925e-15      -5.908829541137e-16 
  632       2.620089306604e-10       3.976817272308e-12       1.500180062781e-12       0.000000000000e+00       3.133567364398e-14       3.400025915012e-15      -5.944619324919e-16 
  633       2.610077241297e-10       4.015034553597e-12       1.341859919099e-12       0.000000000000e+00       3.115468821790e-14       3.428174420695e-15      -5.979405593437e-16 
  634       2.600237568826e-10       4.052884760954e-12       1.179955954961e-12       0.000000000000e+00       3.097501646235e-14       3.456401623347e-15      -6.013190538565e-16 
  635       2.590575651929e-10       4.090350936276e-12       1.014529517344e-12       0.000000000000e+00       3.079664510536e-14       3.484754477597e-15      -6.045976478966e-16 
  636       2.581096899766e-10       4.127415952069e-12       8.456429858108e-13       0.000000000000e+00       3.061956049873e-14       3.513280530660e-15      -6.077765860732e-16 
  637       2.571806768070e-10       4.164062510854e-12       6.733597768691e-13       0.000000000000e+00       3.044374861624e-14       3.542027924674e-15      -6.108561258013e-16 
  638       2.562710759298e-10       4.200273144558e-12       4.977443483304e-13       0.000000000000e+00       3.026919505185e-14       3.571045399035e-15      -6.138365373651e-16 
  639       2.553814422780e-10       4.236030213919e-12       3.188622036690e-13       0.000000000000e+00       3.009588501781e-14       3.600382292731e-15      -6.167181039817e-16 
  640       2.545123354869e-10       4.271315907878e-12       1.367798963810e-13       0.000000000000e+00       2.992380334291e-14       3.630088546678e-15      -6.195011218641e-16 
  641       2.536643199095e-10       4.306112242983e-12      -4.843496565682e-14       0.000000000000e+00       2.975293447064e-14       3.660214706055e-15      -6.221859002845e-16 
  642       2.528379646308e-10       4.340401062785e-12      -2.367137158280e-13       0.000000000000e+00       2.958326245732e-14       3.690811922638e-15      -6.247727616379e-16 
  643       2.520337806989e-10       4.374165507919e-12      -4.279852271334e-13       0.000000000000e+00       2.941477286724e-14       3.721915490604e-15      -6.272621345895e-16 
  644       2.512520312230e-10       4.407394464147e-12      -6.221716812110e-13       0.000000000000e+00       2.924745850864e-14       3.753495039521e-15      -6.296548357055e-16 
  645       2.504929170008e-10       4.440078213939e-12      -8.191926948011e-13       0.000000000000e+00       2.908131382412e-14       3.785503217085e-15      -6.319517943308e-16 
  646       2.497566389099e-10       4.472206974748e-12      -1.018966703594e-12       0.000000000000e+00       2.891633300421e-14       3.817892051023e-15      -6.341539601727e-16 
  647       2.490433979052e-10       4.503770898831e-12      -1.221410957467e-12       0.000000000000e+00       2.875250998614e-14       3.850612946654e-15      -6.362623033917e-16 
  648       2.483533950154e-10       4.534760073075e-12      -1.426441515718e-12       0.000000000000e+00       2.858983845254e-14       3.883616684453e-15      -6.382778146914e-16 
  649       2.476868313396e-10       4.565164518821e-12      -1.633973242307e-12       0.000000000000e+00       2.842831183018e-14       3.916853417611e-15      -6.402015054088e-16 
  650       2.470439080447e-10       4.594974191691e-12      -1.843919801085e-12       0.000000000000e+00       2.826792328869e-14       3.950272669604e-15      -6.420344076052e-16 
  651       2.464248263619e-10       4.624178981410e-12      -2.056193651036e-12       0.000000000000e+00       2.810866573930e-14       3.983823331751e-15      -6.437775741559e-16 
  652       2.458297875834e-10       4.652768711629e-12      -2.270706041512e-12       0.000000000000e+00       2.795053183356e-14       4.017453660780e-15      -6.454320788407e-16 
  653       2.452589930597e-10       4.680733139757e-12      -2.487367007465e-12       0.000000000000e+00       2.779351396205e-14       4.051111276389e-15      -6.469990164344e-16 
  654       2.447126441958e-10       4.708061956776e-12      -2.706085364689e-12       0.000000000000e+00       2.763760425316e-14       4.084743158811e-15      -6.484795027971e-16 
  655       2.441909424487e-10       4.734744787075e-12      -2.926768705053e-12       0.000000000000e+00       2.748279457176e-14       4.118295646376e-15      -6.498746749642e-16 
  656       2.436940893236e-10       4.760771188268e-12      -3.149323391736e-12       0.000000000000e+00       2.732907651795e-14       4.151714433076e-15      -6.511856912371e-16 
  657       2.432222863712e-10       4.786130651020e-12      -3.373654554465e-12       0.000000000000e+00       2.717644142581e-14       4.184944566126e-15      -6.524137312735e-16 
  658       2.427757351843e-10       4.810812598875e-12      -3.599666084753e-12       0.000000000000e+00       2.702488036209e-14       4.217930443526e-15      -6.535599961774e-16 
  659       2.423546373948e-10       4.834806388077e-12      -3.827260631131e-12       0.000000000000e+00       2.687438412497e-14       4.250615811631e-15      -6.546257085898e-16 
  660       2.419591946703e-10       4.858101307395e-12      -4.056339594385e-12       0.000000000000e+00       2.672494324276e-14       4.282943762703e-15      -6.556121127789e-16 
  661       2.415896087111e-10       4.880686577950e-12      -4.286803122796e-12       0.000000000000e+00       2.657654797266e-14       4.314856732486e-15      -6.565204747302e-16 
  662       2.412460812471e-10       4.902551353038e-12      -4.518550107371e-12       0.000000000000e+00       2.642918829944e-14       4.346296497759e-15      -6.573520822373e-16 
  663       2.409288140344e-10       4.923684717955e-12      -4.751478177082e-12       0.000000000000e+00       2.628285393424e-14       4.377204173908e-15      -6.581082449918e-16 
  664       2.406380088522e-10       4.944075689821e-12      -4.985483694103e-12       0.000000000000e+00       2.613753431322e-14       4.407520212481e-15      -6.587902946737e-16 
  665       2.403738674999e-10       4.963713217407e-12      -5.220461749041e-12       0.000000000000e+00       2.599321859633e-14       4.437184398757e-15      -6.593995850420e-16 
  666       2.401365917936e-10       4.982586180956e-12      -5.456306156180e-12       0.000000000000e+00       2.584989566606e-14       4.466135849308e-15      -6.599374920247e-16 
  667       2.399263835629e-10       5.000683392011e-12      -5.692909448710e-12       0.000000000000e+00       2.570755412610e-14       4.494313009558e-15      -6.604054138093e-16 
  668       2.397434446481e-10       5.017993593237e-12      -5.930162873967e-12       0.000000000000e+00       2.556618230013e-14       4.521653651354e-15      -6.608047709331e-16 
  669       2.395879768969e-10       5.034505458249e-12      -6.167956388669e-12       0.000000000000e+00       2.542576823053e-14       4.548094870520e-15      -6.611370063735e-16 
  670       2.394601821608e-10       5.050207591434e-12      -6.406178654150e-12       0.000000000000e+00       2.528629967708e-14       4.573573084428e-15      -6.614035856383e-16 
  671       2.393602086395e-10       5.065090221674e-12      -6.644721501072e-12       0.000000000000e+00       2.514776558194e-14       4.598040339003e-15      -6.616057187227e-16 
  672       2.392879886391e-10       5.079150324267e-12      -6.883493439655e-12       0.000000000000e+00       2.501016050187e-14       4.621513623525e-15      -6.617435191667e-16 
  673       2.392433972825e-10       5.092386609934e-12      -7.122406433535e-12       0.000000000000e+00       2.487348026977e-14       4.644026622377e-15      -6.618168269068e-16 
  674       2.392263058261e-10       5.104797841274e-12      -7.361371453298e-12       0.000000000000e+00       2.473772053630e-14       4.665613504515e-15      -6.618254847712e-16 
  675       2.392365816423e-10       5.116382833034e-12      -7.600298472909e-12       0.000000000000e+00       2.460287676901e-14       4.686308925369e-15      -6.617693384965e-16 
  676       2.392740882019e-10       5.127140452391e-12      -7.839096466132e-12       0.000000000000e+00       2.446894425145e-14       4.706148028745e-15      -6.616482367435e-16 
  677       2.393386850569e-10       5.137069619220e-12      -8.077673402959e-12       0.000000000000e+00       2.433591808227e-14       4.725166448730e-15      -6.614620311137e-16 
  678       2.394302278230e-10       5.146169306377e-12      -8.315936246037e-12       0.000000000000e+00       2.420379317440e-14       4.743400311599e-15      -6.612105761660e-16 
  679       2.395485681617e-10       5.154438539971e-12      -8.553790947091e-12       0.000000000000e+00       2.407256425408e-14       4.760886237710e-15      -6.608937294324e-16 
  680       2.396935537638e-10       5.161876399636e-12      -8.791142443349e-12       0.000000000000e+00       2.394222586007e-14       4.777661343418e-15      -6.605113514346e-16 
  681       2.398650283309e-10       5.168482018813e-12      -9.027894653972e-12       0.000000000000e+00       2.381277234269e-14       4.793763242970e-15      -6.600633057003e-16 
  682       2.400628315587e-10       5.174254585023e-12      -9.263950476473e-12       0.000000000000e+00       2.368419786298e-14       4.809230050412e-15      -6.595494587797e-16 
  683       2.402867991193e-10       5.179193340139e-12      -9.499211783148e-12       0.000000000000e+00       2.355649639182e-14       4.824100381494e-15      -6.589696802614e-16 
  684       2.405367626436e-10       5.183297580666e-12      -9.733579417500e-12       0.000000000000e+00       2.342966170901e-14       4.838413355570e-15      -6.583238427889e-16 
  685       2.408125497041e-10       5.186566658016e-12      -9.966953190663e-12       0.000000000000e+00       2.330368740246e-14       4.852208597506e-15      -6.576118220770e-16 
  686       2.411139837973e-10       5.188999978779e-12      -1.019923187783e-11       0.000000000000e+00       2.317856686722e-14       4.865526239578e-15      -6.568334969280e-16 
  687       2.414408843265e-10       5.190597005005e-12      -1.043031321468e-11       0.000000000000e+00       2.305429330466e-14       4.878406923380e-15      -6.559887492481e-16 
  688       2.417930665839e-10       5.191357254475e-12      -1.066009389379e-11       0.000000000000e+00       2.293085972157e-14       4.890891801728e-15      -6.550774640635e-16 
  689       2.421703417335e-10       5.191280300977e-12      -1.088846956108e-11       0.000000000000e+00       2.280825892929e-14       4.903022540557e-15      -6.540995295370e-16 
  690       2.425725167937e-10       5.190365774584e-12      -1.111533481224e-11       0.000000000000e+00       2.268648354278e-14       4.914841320833e-15      -6.530548369840e-16 
  691       2.429993946196e-10       5.188613361924e-12      -1.134058318912e-11       0.000000000000e+00       2.256552597981e-14       4.926390840453e-15      -6.519432808891e-16 
  692       2.434507738858e-10       5.186022806464e-12      -1.156410717621e-11       0.000000000000e+00       2.244537846004e-14       4.937714316144e-15      -6.507647589223e-16 
  693       2.439264490685e-10       5.182593908776e-12      -1.178579819702e-11       0.000000000000e+00       2.232603300411e-14       4.948855485376e-15      -6.495191719552e-16 
  694       2.444262104289e-10       5.178326526820e-12      -1.200554661052e-11       0.000000000000e+00       2.220748143282e-14       4.959858608256e-15      -6.482064240773e-16 
  695       2.449498439947e-10       5.173220576216e-12      -1.222324170757e-11       0.000000000000e+00       2.208971536620e-14       4.970768469440e-15      -6.468264226126e-16 
  696       2.454971315436e-10       5.167276030519e-12      -1.243877170736e-11       0.000000000000e+00       2.197272622266e-14       4.981630380028e-15      -6.453790781356e-16 
  697       2.460678505853e-10       5.160492921495e-12      -1.265202375380e-11       0.000000000000e+00       2.185650521807e-14       4.992490179475e-15      -6.438643044877e-16 
  698       2.466617743442e-10       5.152871339400e-12      -1.286288391198e-11       0.000000000000e+00       2.174104336493e-14       5.003394237491e-15      -6.422820187936e-16 
  699       2.472786717418e-10       5.144411433247e-12      -1.307123716455e-11       0.000000000000e+00       2.162633147143e-14       5.014389455944e-15      -6.406321414774e-16 
  700       2.479183073798e-10       5.135113411093e-12      -1.327696740821e-11       0.000000000000e+00       2.151236014062e-14       5.025523270765e-15      -6.389145962791e-16 
  701       2.485804169241e-10       5.124978831019e-12      -1.347996686273e-11       0.000000000000e+00       2.139912089854e-14       5.036832398646e-15      -6.371294406011e-16 
  702       2.492646327342e-10       5.114014503018e-12      -1.368016452013e-11       0.000000000000e+00       2.128660960633e-14       5.048308816428e-15      -6.352772594904e-16 
  703       2.499705566525e-10       5.102228668820e-12      -1.387749828021e-11       0.000000000000e+00       2.117482311733e-14       5.059933077825e-15      -6.333587798835e-16 
  704       2.506977844387e-10       5.089629719115e-12      -1.407190559020e-11       0.000000000000e+00       2.106375815391e-14       5.071685503697e-15      -6.313747410668e-16 
  705       2.514459057468e-10       5.076226194142e-12      -1.426332344351e-11       0.000000000000e+00       2.095341130683e-14       5.083546181217e-15      -6.293258947246e-16 
  706       2.522145041006e-10       5.062026784283e-12      -1.445168837847e-11       0.000000000000e+00       2.084377903464e-14       5.095494963024e-15      -6.272130049871e-16 
  707       2.530031568716e-10       5.047040330648e-12      -1.463693647696e-11       0.000000000000e+00       2.073485766310e-14       5.107511466381e-15      -6.250368484784e-16 
  708       2.538114352543e-10       5.031275825672e-12      -1.481900336326e-11       0.000000000000e+00       2.062664338450e-14       5.119575072340e-15      -6.227982143648e-16 
  709       2.546389042435e-10       5.014742413698e-12      -1.499782420265e-11       0.000000000000e+00       2.051913225716e-14       5.131664924896e-15      -6.204979044028e-16 
  710       2.554851226108e-10       4.997449391572e-12      -1.517333370020e-11       0.000000000000e+00       2.041232020474e-14       5.143759930148e-15      -6.181367329871e-16 
  711       2.563496428808e-10       4.979406209231e-12      -1.534546609950e-11       0.000000000000e+00       2.030620301565e-14       5.155838755455e-15      -6.157155271989e-16 
  712       2.572320113081e-10       4.960622470295e-12      -1.551415518132e-11       0.000000000000e+00       2.020077634246e-14       5.167879828600e-15      -6.132351268538e-16 
  713       2.581317678535e-10       4.941107932655e-12      -1.567933426238e-11       0.000000000000e+00       2.009603570131e-14       5.179861336944e-15      -6.106963845499e-16 
  714       2.590484461605e-10       4.920872509066e-12      -1.584093619407e-11       0.000000000000e+00       1.999197647126e-14       5.191761226589e-15      -6.081001657159e-16 
  715       2.599815735325e-10       4.899926267733e-12      -1.599889336113e-11       0.000000000000e+00       1.988859389369e-14       5.203557201534e-15      -6.054473486593e-16 
  716       2.609306709086e-10       4.878279432907e-12      -1.615313768044e-11       0.000000000000e+00       1.978588307173e-14       5.215226722835e-15      -6.027388246146e-16 
  717       2.618952528403e-10       4.855942385470e-12      -1.630360059966e-11       0.000000000000e+00       1.968383896964e-14       5.226747007763e-15      -5.999754977908e-16 
  718       2.628748274686e-10       4.832925663527e-12      -1.645021309601e-11       0.000000000000e+00       1.958245641216e-14       5.238095028966e-15      -5.971582854202e-16 
  719       2.638688964998e-10       4.809239962997e-12      -1.659290567497e-11       0.000000000000e+00       1.948173008396e-14       5.249247513624e-15      -5.942881178061e-16 
  720       2.648769551827e-10       4.784896138204e-12      -1.673160836900e-11       0.000000000000e+00       1.938165452902e-14       5.260180942611e-15      -5.913659383709e-16 
  721       2.658984922847e-10       4.759905202463e-12      -1.686625073627e-11       0.000000000000e+00       1.928222414999e-14       5.270871549650e-15      -5.883927037044e-16 
  722       2.669329900686e-10       4.734278328676e-12      -1.699676185937e-11       0.000000000000e+00       1.918343320762e-14       5.281295320479e-15      -5.853693836117e-16 
  723       2.679799242691e-10       4.708026849917e-12      -1.712307034404e-11       0.000000000000e+00       1.908527582016e-14       5.291427992000e-15      -5.822969611611e-16 
  724       2.690387640692e-10       4.681162260025e-12      -1.724510431786e-11       0.000000000000e+00       1.898774596269e-14       5.301245051450e-15      -5.791764327329e-16 
  725       2.701089720771e-10       4.653696214195e-12      -1.736279142905e-11       0.000000000000e+00       1.889083746661e-14       5.310721735547e-15      -5.760088080667e-16 
  726       2.711900043024e-10       4.625640529566e-12      -1.747605884508e-11       0.000000000000e+00       1.879454401894e-14       5.319833029659e-15      -5.727951103097e-16 
  727       2.722813101328e-10       4.597007185812e-12      -1.758483325148e-11       0.000000000000e+00       1.869885916179e-14       5.328553666959e-15      -5.695363760652e-16 
  728       2.733823323109e-10       4.567808325733e-12      -1.768904085054e-11       0.000000000000e+00       1.860377629169e-14       5.336858127583e-15      -5.662336554402e-16 
  729       2.744925069101e-10       4.538056255842e-12      -1.778860735998e-11       0.000000000000e+00       1.850928865903e-14       5.344720637792e-15      -5.628880120937e-16 
  730       2.756112633119e-10       4.507763446962e-12      -1.788345801176e-11       0.000000000000e+00       1.841538936743e-14       5.352115169127e-15      -5.595005232847e-16 
  731       2.767380241820e-10       4.476942534809e-12      -1.797351755072e-11       0.000000000000e+00       1.832207137313e-14       5.359015437570e-15      -5.560722799206e-16 
  732       2.778722217247e-10       4.445606580997e-12      -1.805872115015e-11       0.000000000000e+00       1.822932831923e-14       5.365399722731e-15      -5.526042281815e-16 
  733       2.790133468483e-10       4.413769860552e-12      -1.813904739964e-11       0.000000000000e+00       1.813715705773e-14       5.371265432427e-15      -5.490966908365e-16 
  734       2.801609009326e-10       4.381447091258e-12      -1.821448597195e-11       0.000000000000e+00       1.804555517651e-14       5.376614826635e-15      -5.455498364850e-16 
  735       2.813143796206e-10       4.348653175312e-12      -1.828502676690e-11       0.000000000000e+00       1.795452016866e-14       5.381450223982e-15      -5.419638371290e-16 
  736       2.824732727987e-10       4.315403199976e-12      -1.835065991259e-11       0.000000000000e+00       1.786404943208e-14       5.385774001988e-15      -5.383388681858e-16 
  737       2.836370645764e-10       4.281712438221e-12      -1.841137576646e-11       0.000000000000e+00       1.777414026901e-14       5.389588597298e-15      -5.346751085002e-16 
  738       2.848052332670e-10       4.247596349379e-12      -1.846716491655e-11       0.000000000000e+00       1.768478988564e-14       5.392896505921e-15      -5.309727403577e-16 
  739       2.859772513675e-10       4.213070579791e-12      -1.851801818259e-11       0.000000000000e+00       1.759599539170e-14       5.395700283468e-15      -5.272319494970e-16 
  740       2.871525855391e-10       4.178150963454e-12      -1.856392661723e-11       0.000000000000e+00       1.750775380001e-14       5.398002545386e-15      -5.234529251224e-16 
  741       2.883306965871e-10       4.142853522669e-12      -1.860488150713e-11       0.000000000000e+00       1.742006202609e-14       5.399805967198e-15      -5.196358599166e-16 
  742       2.895110394411e-10       4.107194468694e-12      -1.864087437417e-11       0.000000000000e+00       1.733291688773e-14       5.401113284739e-15      -5.157809500537e-16 
  743       2.906930631355e-10       4.071190202384e-12      -1.867189697661e-11       0.000000000000e+00       1.724631510455e-14       5.401927294393e-15      -5.118883952112e-16 
  744       2.918762107893e-10       4.034857314850e-12      -1.869794131023e-11       0.000000000000e+00       1.716025329762e-14       5.402250853326e-15      -5.079583985832e-16 
  745       2.930599195866e-10       3.998212588099e-12      -1.871899960951e-11       0.000000000000e+00       1.707472798900e-14       5.402086879730e-15      -5.039911668929e-16 
  746       2.942436207567e-10       3.961272995684e-12      -1.873506434878e-11       0.000000000000e+00       1.698973560134e-14       5.401438353057e-15      -4.999869104053e-16 
  747       2.954267395542e-10       3.924055703358e-12      -1.874612824340e-11       0.000000000000e+00       1.690527245748e-14       5.400308314251e-15      -4.959458429395e-16 
  748       2.966086952393e-10       3.886578069715e-12      -1.875218425091e-11       0.000000000000e+00       1.682133477997e-14       5.398699865993e-15      -4.918681818820e-16 
  749       2.977889010581e-10       3.848857646843e-12      -1.875322557220e-11       0.000000000000e+00       1.673791869073e-14       5.396616172934e-15      -4.877541481987e-16 
  750       2.989667642225e-10       3.810912180971e-12      -1.874924565264e-11       0.000000000000e+00       1.665502021056e-14       5.394060461929e-15      -4.836039664480e-16 
  751       3.001416858906e-10       3.772759613119e-12      -1.874023818331e-11       0.000000000000e+00       1.657263525876e-14       5.391036022280e-15      -4.794178647935e-16 
  752       3.013130611469e-10       3.734418079742e-12      -1.872619710209e-11       0.000000000000e+00       1.649075965270e-14       5.387546205970e-15      -4.751960750161e-16 
  753       3.024802789824e-10       3.695905913385e-12      -1.870711659486e-11       0.000000000000e+00       1.640938910739e-14       5.383594427897e-15      -4.709388325275e-16 
  754       3.036427222749e-10       3.657241643327e-12      -1.868299109668e-11       0.000000000000e+00       1.632851923508e-14       5.379184166117e-15      -4.666463763819e-16 
  755       3.047997677692e-10       3.618443996229e-12      -1.865381529289e-11       0.000000000000e+00       1.624814554482e-14       5.374318962076e-15      -4.623189492895e-16 
  756       3.059507860572e-10       3.579531896786e-12      -1.861958412034e-11       0.000000000000e+00       1.616826344206e-14       5.369002420850e-15      -4.579567976287e-16 
  757       3.070951415580e-10       3.540524468372e-12      -1.858029276852e-11       0.000000000000e+00       1.608886822821e-14       5.363238211378e-15      -4.535601714589e-16 
  758       3.082321924984e-10       3.501441033690e-12      -1.853593668072e-11       0.000000000000e+00       1.600995510024e-14       5.357030066704e-15      -4.491293245331e-16 
  759       3.093612908928e-10       3.462301115422e-12      -1.848651155520e-11       0.000000000000e+00       1.593151915024e-14       5.350381784210e-15      -4.446645143107e-16 
  760       3.104817825238e-10       3.423124436873e-12      -1.843201334634e-11       0.000000000000e+00       1.585355536502e-14       5.343297225856e-15      -4.401660019697e-16 
  761       3.115930069218e-10       3.383930922624e-12      -1.837243826584e-11       0.000000000000e+00       1.577605862567e-14       5.335780318414e-15      -4.356340524202e-16 
