# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 1454       1.098757351309e-10       1.340404669026e-12      -3.400391133775e-12       0.000000000000e+00       1.226175075236e-15       4.685660748696e-16      -1.361809668187e-17 
 1455       1.096733674616e-10       1.334946649420e-12      -3.296901151238e-12       0.000000000000e+00       1.222646889594e-15       4.670473466028e-16      -1.296398996711e-17 
 1456       1.094640491093e-10       1.329952848305e-12      -3.193618771710e-12       0.000000000000e+00       1.219130691091e-15       4.655046402183e-16      -1.231042962844e-17 
 1457       1.092478055793e-10       1.325424263600e-12      -3.090585625940e-12       0.000000000000e+00       1.215626425313e-15       4.639375783662e-16      -1.165730352577e-17 
 1458       1.090246626259e-10       1.321361890618e-12      -2.987843566427e-12       0.000000000000e+00       1.212134037199e-15       4.623457819718e-16      -1.100449887329e-17 
 1459       1.087946462522e-10       1.317766722060e-12      -2.885434667798e-12       0.000000000000e+00       1.208653471040e-15       4.607288702330e-16      -1.035190223836e-17 
 1460       1.085577827115e-10       1.314639748004e-12      -2.783401227181e-12       0.000000000000e+00       1.205184670484e-15       4.590864606172e-16      -9.699399540385e-18 
 1461       1.083140985071e-10       1.311981955897e-12      -2.681785764579e-12       0.000000000000e+00       1.201727578527e-15       4.574181688586e-16      -9.046876049638e-18 
 1462       1.080636203929e-10       1.309794330545e-12      -2.580631023249e-12       0.000000000000e+00       1.198282137516e-15       4.557236089558e-16      -8.394216386175e-18 
 1463       1.078063753742e-10       1.308077854104e-12      -2.479979970076e-12       0.000000000000e+00       1.194848289146e-15       4.540023931684e-16      -7.741304518687e-18 
 1464       1.075423907078e-10       1.306833506071e-12      -2.379875795945e-12       0.000000000000e+00       1.191425974459e-15       4.522541320147e-16      -7.088023763369e-18 
 1465       1.072716939030e-10       1.306062263276e-12      -2.280361916122e-12       0.000000000000e+00       1.188015133844e-15       4.504784342688e-16      -6.434256782795e-18 
 1466       1.069943127212e-10       1.305765099871e-12      -2.181481970626e-12       0.000000000000e+00       1.184615707034e-15       4.486749069577e-16      -5.779885584783e-18 
 1467       1.067102751775e-10       1.305942987320e-12      -2.083279824605e-12       0.000000000000e+00       1.181227633104e-15       4.468431553588e-16      -5.124791521270e-18 
 1468       1.064196095401e-10       1.306596894394e-12      -1.985799568710e-12       0.000000000000e+00       1.177850850473e-15       4.449827829966e-16      -4.468855287174e-18 
 1469       1.061223443318e-10       1.307727787158e-12      -1.889085519473e-12       0.000000000000e+00       1.174485296898e-15       4.430933916406e-16      -3.811956919271e-18 
 1470       1.058185083297e-10       1.309336628963e-12      -1.793182219681e-12       0.000000000000e+00       1.171130909476e-15       4.411745813020e-16      -3.153975795061e-18 
 1471       1.055081305659e-10       1.311424380437e-12      -1.698134438753e-12       0.000000000000e+00       1.167787624643e-15       4.392259502311e-16      -2.494790631640e-18 
 1472       1.051912536529e-10       1.313990793264e-12      -1.603982423021e-12       0.000000000000e+00       1.164455384441e-15       4.372472183325e-16      -1.834331840728e-18 
 1473       1.048679739016e-10       1.317030778420e-12      -1.510747594215e-12       0.000000000000e+00       1.161134155401e-15       4.352385987583e-16      -1.172739165116e-18 
 1474       1.045384016028e-10       1.320538001836e-12      -1.418446709627e-12       0.000000000000e+00       1.157823909847e-15       4.332004300012e-16      -5.102056062592e-19 
 1475       1.042026477398e-10       1.324506087254e-12      -1.327096599419e-12       0.000000000000e+00       1.154524619638e-15       4.311330528162e-16       1.530747879911e-19 
 1476       1.038608239896e-10       1.328928616155e-12      -1.236714166736e-12       0.000000000000e+00       1.151236256173e-15       4.290368102244e-16       8.169069216207e-19 
 1477       1.035130427244e-10       1.333799127682e-12      -1.147316387815e-12       0.000000000000e+00       1.147958790383e-15       4.269120475169e-16       1.481094648684e-18 
 1478       1.031594170123e-10       1.339111118564e-12      -1.058920312103e-12       0.000000000000e+00       1.144692192736e-15       4.247591122593e-16       2.145440771539e-18 
 1479       1.028000606190e-10       1.344858043041e-12      -9.715430623642e-13       0.000000000000e+00       1.141436433230e-15       4.225783542950e-16       2.809747039077e-18 
 1480       1.024350880089e-10       1.351033312785e-12      -8.852018347966e-13       0.000000000000e+00       1.138191481400e-15       4.203701257501e-16       3.473814144956e-18 
 1481       1.020646143463e-10       1.357630296830e-12      -7.999138991419e-13       0.000000000000e+00       1.134957306308e-15       4.181347810370e-16       4.137441725836e-18 
 1482       1.016887554964e-10       1.364642321490e-12      -7.156965987988e-13       0.000000000000e+00       1.131733876547e-15       4.158726768584e-16       4.800428359609e-18 
 1483       1.013076280270e-10       1.372062670287e-12      -6.325673509355e-13       0.000000000000e+00       1.128521160242e-15       4.135841722115e-16       5.462571563632e-18 
 1484       1.009213492092e-10       1.379884583871e-12      -5.505436466022e-13       0.000000000000e+00       1.125319125044e-15       4.112696283920e-16       6.123667792961e-18 
 1485       1.005300370191e-10       1.388101259950e-12      -4.696430508435e-13       0.000000000000e+00       1.122127738132e-15       4.089294089983e-16       6.783512438581e-18 
 1486       1.001338101387e-10       1.396705853210e-12      -3.898832028109e-13       0.000000000000e+00       1.118946966210e-15       4.065638799353e-16       7.441899825645e-18 
 1487       9.973278795709e-11       1.405691475240e-12      -3.112818158753e-13       0.000000000000e+00       1.115776775509e-15       4.041734094186e-16       8.098623211697e-18 
 1488       9.932709057207e-11       1.415051194455e-12      -2.338566777392e-13       0.000000000000e+00       1.112617131783e-15       4.017583679786e-16       8.753474784913e-18 
 1489       9.891683879090e-11       1.424778036022e-12      -1.576256505497e-13       0.000000000000e+00       1.109468000312e-15       3.993191284643e-16       9.406245662330e-18 
 1490       9.850215413182e-11       1.434864981783e-12      -8.260667101052e-14       0.000000000000e+00       1.106329345894e-15       3.968560660478e-16       1.005672588808e-17 
 1491       9.808315882514e-11       1.445304970180e-12      -8.817750494692e-15       0.000000000000e+00       1.103201132851e-15       3.943695582278e-16       1.070470443162e-17 
 1492       9.765997581454e-11       1.456090896178e-12       6.372302484302e-14       0.000000000000e+00       1.100083325025e-15       3.918599848342e-16       1.134996918598e-17 
 1493       9.723272875824e-11       1.467215611190e-12       1.349974939536e-13       0.000000000000e+00       1.096975885778e-15       3.893277280317e-16       1.199230696595e-17 
 1494       9.680154203023e-11       1.478671923000e-12       2.049874207815e-13       0.000000000000e+00       1.093878777988e-15       3.867731723241e-16       1.263150350638e-17 
 1495       9.636654072155e-11       1.490452595687e-12       2.736744941518e-13       0.000000000000e+00       1.090791964051e-15       3.841967045583e-16       1.326734346037e-17 
 1496       9.592785064141e-11       1.502550349552e-12       3.410403276581e-13       0.000000000000e+00       1.087715405881e-15       3.815987139284e-16       1.389961039749e-17 
 1497       9.548559831851e-11       1.514957861039e-12       4.070664595497e-13       0.000000000000e+00       1.084649064906e-15       3.789795919795e-16       1.452808680206e-17 
 1498       9.503991100221e-11       1.527667762658e-12       4.717343526196e-13       0.000000000000e+00       1.081592902069e-15       3.763397326123e-16       1.515255407133e-17 
 1499       9.459091666377e-11       1.540672642915e-12       5.350253940916e-13       0.000000000000e+00       1.078546877824e-15       3.736795320864e-16       1.577279251377e-17 
 1500       9.413874399757e-11       1.553965046228e-12       5.969208955078e-13       0.000000000000e+00       1.075510952139e-15       3.709993890251e-16       1.638858134725e-17 
 1501       9.368352242232e-11       1.567537472859e-12       6.574020926164e-13       0.000000000000e+00       1.072485084494e-15       3.682997044189e-16       1.699969869729e-17 
 1502       9.322538208232e-11       1.581382378833e-12       7.164501452593e-13       0.000000000000e+00       1.069469233878e-15       3.655808816298e-16       1.760592159531e-17 
 1503       9.276445384863e-11       1.595492175861e-12       7.740461372591e-13       0.000000000000e+00       1.066463358790e-15       3.628433263954e-16       1.820702597685e-17 
 1504       9.230086932035e-11       1.609859231271e-12       8.301710763073e-13       0.000000000000e+00       1.063467417237e-15       3.600874468327e-16       1.880278667980e-17 
 1505       9.183476082578e-11       1.624475867925e-12       8.848058938513e-13       0.000000000000e+00       1.060481366731e-15       3.573136534424e-16       1.939297744262e-17 
 1506       9.136626142372e-11       1.639334364145e-12       9.379314449819e-13       0.000000000000e+00       1.057505164295e-15       3.545223591130e-16       1.997737090260e-17 
 1507       9.089550490462e-11       1.654426953641e-12       9.895285083216e-13       0.000000000000e+00       1.054538766453e-15       3.517139791245e-16       2.055573859409e-17 
 1508       9.042262579183e-11       1.669745825428e-12       1.039577785911e-12       0.000000000000e+00       1.051582129236e-15       3.488889311527e-16       2.112785094672e-17 
 1509       8.994775934285e-11       1.685283123758e-12       1.088059903097e-12       0.000000000000e+00       1.048635208175e-15       3.460476352735e-16       2.169347728361e-17 
 1510       8.947104155052e-11       1.701030948037e-12       1.134955408421e-12       0.000000000000e+00       1.045697958308e-15       3.431905139662e-16       2.225238581965e-17 
 1511       8.899260914424e-11       1.716981352754e-12       1.180244773504e-12       0.000000000000e+00       1.042770334169e-15       3.403179921185e-16       2.280434365973e-17 
 1512       8.851259959122e-11       1.733126347403e-12       1.223908392937e-12       0.000000000000e+00       1.039852289795e-15       3.374304970298e-16       2.334911679691e-17 
 1513       8.803115109767e-11       1.749457896406e-12       1.265926584167e-12       0.000000000000e+00       1.036943778724e-15       3.345284584157e-16       2.388647011072e-17 
 1514       8.754840261007e-11       1.765967919041e-12       1.306279587385e-12       0.000000000000e+00       1.034044753988e-15       3.316123084116e-16       2.441616736539e-17 
 1515       8.706449381634e-11       1.782648289362e-12       1.344947565413e-12       0.000000000000e+00       1.031155168119e-15       3.286824815774e-16       2.493797120801e-17 
 1516       8.657956514710e-11       1.799490836124e-12       1.381910603592e-12       0.000000000000e+00       1.028274973145e-15       3.257394149010e-16       2.545164316688e-17 
 1517       8.609375777688e-11       1.816487342711e-12       1.417148709670e-12       0.000000000000e+00       1.025404120588e-15       3.227835478025e-16       2.595694364961e-17 
 1518       8.560721362532e-11       1.833629547052e-12       1.450641813687e-12       0.000000000000e+00       1.022542561466e-15       3.198153221384e-16       2.645363194147e-17 
 1519       8.512007535846e-11       1.850909141554e-12       1.482369767867e-12       0.000000000000e+00       1.019690246288e-15       3.168351822055e-16       2.694146620356e-17 
 1520       8.463248638987e-11       1.868317773020e-12       1.512312346500e-12       0.000000000000e+00       1.016847125058e-15       3.138435747450e-16       2.742020347103e-17 
 1521       8.414458287401e-11       1.885847227964e-12       1.540454610451e-12       0.000000000000e+00       1.014013152078e-15       3.108410120847e-16       2.788965253708e-17 
 1522       8.365646959933e-11       1.903489990640e-12       1.566803057315e-12       0.000000000000e+00       1.011188300432e-15       3.078282622209e-16       2.834983316451e-17 
 1523       8.316824386573e-11       1.921238690227e-12       1.591369626352e-12       0.000000000000e+00       1.008372547643e-15       3.048061605729e-16       2.880081840175e-17 
 1524       8.268000347229e-11       1.939085915863e-12       1.614166348125e-12       0.000000000000e+00       1.005565870872e-15       3.017755470175e-16       2.924268183703e-17 
 1525       8.219184671806e-11       1.957024216577e-12       1.635205344669e-12       0.000000000000e+00       1.002768246923e-15       2.987372658965e-16       2.967549759939e-17 
 1526       8.170387240290e-11       1.975046101226e-12       1.654498829657e-12       0.000000000000e+00       9.999796522357e-16       2.956921660242e-16       3.009934035962e-17 
 1527       8.121617982824e-11       1.993144038424e-12       1.672059108564e-12       0.000000000000e+00       9.972000628891e-16       2.926411006944e-16       3.051428533128e-17 
 1528       8.072886879795e-11       2.011310456479e-12       1.687898578834e-12       0.000000000000e+00       9.944294545996e-16       2.895849276880e-16       3.092040827163e-17 
 1529       8.024203961908e-11       2.029537743326e-12       1.702029730043e-12       0.000000000000e+00       9.916678027201e-16       2.865245092803e-16       3.131778548262e-17 
 1530       7.975579310272e-11       2.047818246462e-12       1.714465144069e-12       0.000000000000e+00       9.889150822392e-16       2.834607122482e-16       3.170649381187e-17 
 1531       7.927023056477e-11       2.066144272874e-12       1.725217495254e-12       0.000000000000e+00       9.861712677806e-16       2.803944078777e-16       3.208661065364e-17 
 1532       7.878545382680e-11       2.084508088982e-12       1.734299550571e-12       0.000000000000e+00       9.834363336025e-16       2.773264719708e-16       3.245821394980e-17 
 1533       7.830156521679e-11       2.102901920565e-12       1.741724169788e-12       0.000000000000e+00       9.807102535963e-16       2.742577848534e-16       3.282138219082e-17 
 1534       7.781866757000e-11       2.121317952698e-12       1.747504305638e-12       0.000000000000e+00       9.779930012865e-16       2.711892313824e-16       3.317619441672e-17 
 1535       7.733686422972e-11       2.139748329684e-12       1.751653003977e-12       0.000000000000e+00       9.752845498294e-16       2.681217009529e-16       3.352273021806e-17 
 1536       7.685625904813e-11       2.158185154990e-12       1.754183403960e-12       0.000000000000e+00       9.725848720129e-16       2.650560875055e-16       3.386106973690e-17 
 1537       7.637695638709e-11       2.176620491181e-12       1.755108738195e-12       0.000000000000e+00       9.698939402553e-16       2.619932895339e-16       3.419129366781e-17 
 1538       7.589906111893e-11       2.195046359848e-12       1.754442332918e-12       0.000000000000e+00       9.672117266045e-16       2.589342100919e-16       3.451348325880e-17 
 1539       7.542267862726e-11       2.213454741550e-12       1.752197608154e-12       0.000000000000e+00       9.645382027377e-16       2.558797568012e-16       3.482772031231e-17 
 1540       7.494791480783e-11       2.231837575742e-12       1.748388077884e-12       0.000000000000e+00       9.618733399602e-16       2.528308418580e-16       3.513408718620e-17 
 1541       7.447487606926e-11       2.250186760709e-12       1.743027350209e-12       0.000000000000e+00       9.592171092051e-16       2.497883820411e-16       3.543266679469e-17 
 1542       7.400366933391e-11       2.268494153503e-12       1.736129127519e-12       0.000000000000e+00       9.565694810319e-16       2.467532987186e-16       3.572354260939e-17 
 1543       7.353440203863e-11       2.286751569873e-12       1.727707206654e-12       0.000000000000e+00       9.539304256264e-16       2.437265178556e-16       3.600679866019e-17 
 1544       7.306718213565e-11       2.304950784204e-12       1.717775479073e-12       0.000000000000e+00       9.512999127997e-16       2.407089700214e-16       3.628251953634e-17 
 1545       7.260211809329e-11       2.323083529442e-12       1.706347931020e-12       0.000000000000e+00       9.486779119871e-16       2.377015903969e-16       3.655079038732e-17 
 1546       7.213931889685e-11       2.341141497036e-12       1.693438643686e-12       0.000000000000e+00       9.460643922480e-16       2.347053187818e-16       3.681169692388e-17 
 1547       7.167889404936e-11       2.359116336868e-12       1.679061793379e-12       0.000000000000e+00       9.434593222647e-16       2.317210996019e-16       3.706532541901e-17 
 1548       7.122095357245e-11       2.376999657187e-12       1.663231651685e-12       0.000000000000e+00       9.408626703416e-16       2.287498819166e-16       3.731176270887e-17 
 1549       7.076560800708e-11       2.394783024544e-12       1.645962585639e-12       0.000000000000e+00       9.382744044049e-16       2.257926194262e-16       3.755109619382e-17 
 1550       7.031296841440e-11       2.412457963722e-12       1.627269057885e-12       0.000000000000e+00       9.356944920014e-16       2.228502704792e-16       3.778341383936e-17 
 1551       6.986314637656e-11       2.430015957675e-12       1.607165626846e-12       0.000000000000e+00       9.331229002978e-16       2.199237980793e-16       3.800880417710e-17 
 1552       6.941625399750e-11       2.447448447458e-12       1.585666946888e-12       0.000000000000e+00       9.305595960801e-16       2.170141698933e-16       3.822735630575e-17 
 1553       6.897240390375e-11       2.464746832161e-12       1.562787768485e-12       0.000000000000e+00       9.280045457530e-16       2.141223582580e-16       3.843915989212e-17 
 1554       6.853170924525e-11       2.481902468845e-12       1.538542938384e-12       0.000000000000e+00       9.254577153386e-16       2.112493401877e-16       3.864430517202e-17 
 1555       6.809428369618e-11       2.498906672474e-12       1.512947399773e-12       0.000000000000e+00       9.229190704763e-16       2.083960973816e-16       3.884288295131e-17 
 1556       6.766024145572e-11       2.515750715846e-12       1.486016192447e-12       0.000000000000e+00       9.203885764215e-16       2.055636162308e-16       3.903498460683e-17 
 1557       6.722969724889e-11       2.532425829534e-12       1.457764452968e-12       0.000000000000e+00       9.178661980452e-16       2.027528878259e-16       3.922070208739e-17 
 1558       6.680276632736e-11       2.548923201812e-12       1.428207414838e-12       0.000000000000e+00       9.153518998332e-16       1.999649079645e-16       3.940012791474e-17 
 1559       6.637956447025e-11       2.565233978592e-12       1.397360408659e-12       0.000000000000e+00       9.128456458849e-16       1.972006771579e-16       3.957335518455e-17 
 1560       6.596020798492e-11       2.581349263361e-12       1.365238862302e-12       0.000000000000e+00       9.103473999135e-16       1.944612006390e-16       3.974047756736e-17 
 1561       6.554481370781e-11       2.597260117108e-12       1.331858301072e-12       0.000000000000e+00       9.078571252441e-16       1.917474883697e-16       3.990158930961e-17 
 1562       6.513349900524e-11       2.612957558261e-12       1.297234347871e-12       0.000000000000e+00       9.053747848140e-16       1.890605550474e-16       4.005678523454e-17 
 1563       6.472638177418e-11       2.628432562623e-12       1.261382723367e-12       0.000000000000e+00       9.029003411710e-16       1.864014201134e-16       4.020616074322e-17 
 1564       6.432358044312e-11       2.643676063302e-12       1.224319246158e-12       0.000000000000e+00       9.004337564735e-16       1.837711077594e-16       4.034981181551e-17 
 1565       6.392521397283e-11       2.658678950646e-12       1.186059832938e-12       0.000000000000e+00       8.979749924892e-16       1.811706469353e-16       4.048783501101e-17 
 1566       6.353140185719e-11       2.673432072179e-12       1.146620498662e-12       0.000000000000e+00       8.955240105944e-16       1.786010713563e-16       4.062032747008e-17 
 1567       6.314226412400e-11       2.687926232529e-12       1.106017356712e-12       0.000000000000e+00       8.930807717735e-16       1.760634195103e-16       4.074738691477e-17 
 1568       6.275792133575e-11       2.702152193369e-12       1.064266619062e-12       0.000000000000e+00       8.906452366180e-16       1.735587346652e-16       4.086911164982e-17 
 1569       6.237849459050e-11       2.716100673344e-12       1.021384596447e-12       0.000000000000e+00       8.882173653259e-16       1.710880648764e-16       4.098560056362e-17 
 1570       6.200408683643e-11       2.729763555674e-12       9.773892143357e-13       0.000000000000e+00       8.857971214290e-16       1.686521894472e-16       4.109694379952e-17 
 1571       6.163472662369e-11       2.743137523386e-12       9.323045759827e-13       0.000000000000e+00       8.833844830148e-16       1.662507955103e-16       4.120319467262e-17 
 1572       6.127042383009e-11       2.756220457821e-12       8.861564422257e-13       0.000000000000e+00       8.809794316075e-16       1.638832937888e-16       4.130439749326e-17 
 1573       6.091118829965e-11       2.769010234033e-12       8.389707197691e-13       0.000000000000e+00       8.785819484492e-16       1.615490914407e-16       4.140059687347e-17 
 1574       6.055702984245e-11       2.781504720782e-12       7.907734614239e-13       0.000000000000e+00       8.761920144990e-16       1.592475920528e-16       4.149183772744e-17 
 1575       6.020795823458e-11       2.793701780530e-12       7.415908663472e-13       0.000000000000e+00       8.738096104324e-16       1.569781956346e-16       4.157816527213e-17 
 1576       5.986398321800e-11       2.805599269429e-12       6.914492802813e-13       0.000000000000e+00       8.714347166410e-16       1.547402986129e-16       4.165962502770e-17 
 1577       5.952511450046e-11       2.817195037314e-12       6.403751957932e-13       0.000000000000e+00       8.690673132318e-16       1.525332938248e-16       4.173626281807e-17 
 1578       5.919136175540e-11       2.828486927698e-12       5.883952525140e-13       0.000000000000e+00       8.667073800266e-16       1.503565705127e-16       4.180812477148e-17 
 1579       5.886273462183e-11       2.839472777762e-12       5.355362373782e-13       0.000000000000e+00       8.643548965611e-16       1.482095143178e-16       4.187525732091e-17 
 1580       5.853924270424e-11       2.850150418351e-12       4.818250848628e-13       0.000000000000e+00       8.620098420852e-16       1.460915072740e-16       4.193770720471e-17 
 1581       5.822089557251e-11       2.860517673961e-12       4.272888772273e-13       0.000000000000e+00       8.596721955616e-16       1.440019278026e-16       4.199552146705e-17 
 1582       5.790770276180e-11       2.870572362736e-12       3.719548447522e-13       0.000000000000e+00       8.573419356654e-16       1.419401507053e-16       4.204874745846e-17 
 1583       5.759967377242e-11       2.880312296458e-12       3.158503659793e-13       0.000000000000e+00       8.550190407839e-16       1.399055471593e-16       4.209743283634e-17 
 1584       5.729681806979e-11       2.889735280541e-12       2.590029679502e-13       0.000000000000e+00       8.527034890156e-16       1.378974847103e-16       4.214162556553e-17 
 1585       5.699914508428e-11       2.898839114022e-12       2.014403264462e-13       0.000000000000e+00       8.503952581700e-16       1.359153272674e-16       4.218137391874e-17 
 1586       5.670666421114e-11       2.907621589557e-12       1.431902662274e-13       0.000000000000e+00       8.480943257667e-16       1.339584350965e-16       4.221672647716e-17 
 1587       5.641938481040e-11       2.916080493407e-12       8.428076127231e-14       0.000000000000e+00       8.458006690348e-16       1.320261648146e-16       4.224773213093e-17 
 1588       5.613731620675e-11       2.924213605435e-12       2.473993501681e-14       0.000000000000e+00       8.435142649128e-16       1.301178693838e-16       4.227444007965e-17 
 1589       5.586046768946e-11       2.932018699100e-12      -3.540393940611e-14       0.000000000000e+00       8.412350900475e-16       1.282328981050e-16       4.229689983296e-17 
 1590       5.558884851224e-11       2.939493541444e-12      -9.612243892720e-14       0.000000000000e+00       8.389631207937e-16       1.263705966127e-16       4.231516121100e-17 
 1591       5.532246789320e-11       2.946635893091e-12      -1.573869903015e-13       0.000000000000e+00       8.366983332137e-16       1.245303068680e-16       4.232927434495e-17 
 1592       5.506133501470e-11       2.953443508232e-12      -2.191688698691e-13       0.000000000000e+00       8.344407030764e-16       1.227113671533e-16       4.233928967756e-17 
 1593       5.480545902327e-11       2.959914134625e-12      -2.814392033156e-13       0.000000000000e+00       8.321902058570e-16       1.209131120662e-16       4.234525796367e-17 
 1594       5.455484902949e-11       2.966045513581e-12      -3.441689654330e-13       0.000000000000e+00       8.299468167364e-16       1.191348725134e-16       4.234723027069e-17 
 1595       5.430951410792e-11       2.971835379962e-12      -4.073289798800e-13       0.000000000000e+00       8.277105106006e-16       1.173759757048e-16       4.234525797921e-17 
 1596       5.406946329697e-11       2.977281462169e-12      -4.708899189431e-13       0.000000000000e+00       8.254812620401e-16       1.156357451474e-16       4.233939278340e-17 
 1597       5.383470559880e-11       2.982381482137e-12      -5.348223032967e-13       0.000000000000e+00       8.232590453492e-16       1.139135006394e-16       4.232968669164e-17 
 1598       5.360524997924e-11       2.987133155328e-12      -5.990965017643e-13       0.000000000000e+00       8.210438345257e-16       1.122085582644e-16       4.231619202698e-17 
 1599       5.338110536768e-11       2.991534190719e-12      -6.636827310788e-13       0.000000000000e+00       8.188356032703e-16       1.105202303849e-16       4.229896142767e-17 
 1600       5.316228065696e-11       2.995582290800e-12      -7.285510556431e-13       0.000000000000e+00       8.166343249858e-16       1.088478256369e-16       4.227804784767e-17 
 1601       5.294878470327e-11       2.999275151565e-12      -7.936713872910e-13       0.000000000000e+00       8.144399727765e-16       1.071906489237e-16       4.225350455723e-17 
 1602       5.274062632606e-11       3.002610462501e-12      -8.590134850476e-13       0.000000000000e+00       8.122525194481e-16       1.055480014096e-16       4.222538514331e-17 
 1603       5.253781430792e-11       3.005585906585e-12      -9.245469548902e-13       0.000000000000e+00       8.100719375067e-16       1.039191805146e-16       4.219374351019e-17 
 1604       5.234035739450e-11       3.008199160274e-12      -9.902412495085e-13       0.000000000000e+00       8.078981991581e-16       1.023034799076e-16       4.215863387995e-17 
 1605       5.214826429440e-11       3.010447893497e-12      -1.056065668066e-12       0.000000000000e+00       8.057312763079e-16       1.007001895011e-16       4.212011079298e-17 
 1606       5.196154367907e-11       3.012329769651e-12      -1.121989355960e-12       0.000000000000e+00       8.035711405602e-16       9.910859544481e-17       4.207822910854e-17 
 1607       5.178020418269e-11       3.013842445588e-12      -1.187981304581e-12       0.000000000000e+00       8.014177632173e-16       9.752798011994e-17       4.203304400523e-17 
 1608       5.160425440210e-11       3.014983571612e-12      -1.254010351078e-12       0.000000000000e+00       7.992711152793e-16       9.595762213295e-17       4.198461098155e-17 
 1609       5.143370289669e-11       3.015750791469e-12      -1.320045178113e-12       0.000000000000e+00       7.971311674433e-16       9.439679630975e-17       4.193298585640e-17 
 1610       5.126855818827e-11       3.016141742341e-12      -1.386054313626e-12       0.000000000000e+00       7.949978901030e-16       9.284477368964e-17       4.187822476962e-17 
 1611       5.110882876101e-11       3.016154054838e-12      -1.452006130594e-12       0.000000000000e+00       7.928712533479e-16       9.130082151936e-17       4.182038418248e-17 
 1612       5.095452306131e-11       3.015785352988e-12      -1.517868846790e-12       0.000000000000e+00       7.907512269630e-16       8.976420324710e-17       4.175952087823e-17 
 1613       5.080564949772e-11       3.015033254234e-12      -1.583610524549e-12       0.000000000000e+00       7.886377804280e-16       8.823417851648e-17       4.169569196259e-17 
 1614       5.066221644083e-11       3.013895369423e-12      -1.649199070522e-12       0.000000000000e+00       7.865308829168e-16       8.671000316065e-17       4.162895486431e-17 
 1615       5.052423222313e-11       3.012369302801e-12      -1.714602235441e-12       0.000000000000e+00       7.844305032970e-16       8.519092919619e-17       4.155936733564e-17 
 1616       5.039170513900e-11       3.010452652002e-12      -1.779787613879e-12       0.000000000000e+00       7.823366101294e-16       8.367620481723e-17       4.148698745291e-17 
 1617       5.026464344452e-11       3.008143008043e-12      -1.844722644009e-12       0.000000000000e+00       7.802491716671e-16       8.216507438942e-17       4.141187361698e-17 
 1618       5.014305535741e-11       3.005437955316e-12      -1.909374607366e-12       0.000000000000e+00       7.781681558552e-16       8.065677844394e-17       4.133408455384e-17 
 1619       5.002693672456e-11       3.002336152373e-12      -1.973713453200e-12       0.000000000000e+00       7.760935332509e-16       7.915073291933e-17       4.125367000968e-17 
 1620       4.991623390304e-11       2.998840584966e-12      -2.037720299920e-12       0.000000000000e+00       7.740252858134e-16       7.764706867031e-17       4.117064274342e-17 
 1621       4.981088054348e-11       2.994955342387e-12      -2.101379009997e-12       0.000000000000e+00       7.719633981923e-16       7.614609682215e-17       4.108500628216e-17 
 1622       4.971080989132e-11       2.990684539385e-12      -2.164673372229e-12       0.000000000000e+00       7.699078548136e-16       7.464812996752e-17       4.099676420368e-17 
 1623       4.961595478613e-11       2.986032316206e-12      -2.227587101630e-12       0.000000000000e+00       7.678586398792e-16       7.315348216873e-17       4.090592013655e-17 
 1624       4.952624766098e-11       2.981002838640e-12      -2.290103839325e-12       0.000000000000e+00       7.658157373668e-16       7.166246895995e-17       4.081247776023e-17 
 1625       4.944162054172e-11       2.975600298058e-12      -2.352207152438e-12       0.000000000000e+00       7.637791310289e-16       7.017540734940e-17       4.071644080513e-17 
 1626       4.936200504639e-11       2.969828911457e-12      -2.413880533977e-12       0.000000000000e+00       7.617488043929e-16       6.869261582158e-17       4.061781305274e-17 
 1627       4.928733238449e-11       2.963692921501e-12      -2.475107402731e-12       0.000000000000e+00       7.597247407603e-16       6.721441433952e-17       4.051659833570e-17 
 1628       4.921753335631e-11       2.957196596560e-12      -2.535871103156e-12       0.000000000000e+00       7.577069232065e-16       6.574112434695e-17       4.041280053792e-17 
 1629       4.915253835235e-11       2.950344230759e-12      -2.596154905266e-12       0.000000000000e+00       7.556953345801e-16       6.427306877054e-17       4.030642359464e-17 
 1630       4.909227735253e-11       2.943140144010e-12      -2.655942004522e-12       0.000000000000e+00       7.536899575028e-16       6.281057202210e-17       4.019747149255e-17 
 1631       4.903667992565e-11       2.935588682065e-12      -2.715215521722e-12       0.000000000000e+00       7.516907743687e-16       6.135396000084e-17       4.008594826989e-17 
 1632       4.898567522861e-11       2.927694216547e-12      -2.773958502891e-12       0.000000000000e+00       7.496977673439e-16       5.990356009554e-17       3.997185801652e-17 
 1633       4.893919200584e-11       2.919461145002e-12      -2.832153919173e-12       0.000000000000e+00       7.477109183663e-16       5.845970118680e-17       3.985520487403e-17 
 1634       4.889715858857e-11       2.910893890934e-12      -2.889784666718e-12       0.000000000000e+00       7.457302091447e-16       5.702271364922e-17       3.973599303583e-17 
