# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  568       3.359964854282e-10       1.498061949728e-12       2.738011760640e-12       0.000000000000e+00       4.623836560463e-14       1.408249421343e-15      -1.704757191040e-16 
  569       3.351076279276e-10       1.527089632125e-12       2.850399835750e-12       0.000000000000e+00       4.594468499266e-14       1.430754822921e-15      -1.799132510512e-16 
  570       3.341976683958e-10       1.556695541555e-12       2.959365163833e-12       0.000000000000e+00       4.565330489980e-14       1.453479134240e-15      -1.892647628040e-16 
  571       3.332671375077e-10       1.586869390662e-12       3.064855565764e-12       0.000000000000e+00       4.536421075106e-14       1.476444938696e-15      -1.985302120809e-16 
  572       3.323165748631e-10       1.617600697344e-12       3.166818565087e-12       0.000000000000e+00       4.507738730776e-14       1.499675121935e-15      -2.077095702204e-16 
  573       3.313465290270e-10       1.648878783831e-12       3.265201387382e-12       0.000000000000e+00       4.479281866387e-14       1.523192873161e-15      -2.168028222648e-16 
  574       3.303575575706e-10       1.680692775771e-12       3.359950959642e-12       0.000000000000e+00       4.451048824220e-14       1.547021686444e-15      -2.258099670431e-16 
  575       3.293502271111e-10       1.713031601315e-12       3.451013909639e-12       0.000000000000e+00       4.423037879070e-14       1.571185362027e-15      -2.347310172555e-16 
  576       3.283251133523e-10       1.745883990200e-12       3.538336565298e-12       0.000000000000e+00       4.395247237869e-14       1.595708007631e-15      -2.435659995561e-16 
  577       3.272828011252e-10       1.779238472833e-12       3.621864954068e-12       0.000000000000e+00       4.367675039314e-14       1.620614039764e-15      -2.523149546371e-16 
  578       3.262238844281e-10       1.813083379375e-12       3.701544802292e-12       0.000000000000e+00       4.340319353492e-14       1.645928185027e-15      -2.609779373118e-16 
  579       3.251489664669e-10       1.847406838827e-12       3.777321534578e-12       0.000000000000e+00       4.313178181503e-14       1.671675481421e-15      -2.695550165989e-16 
  580       3.240586596961e-10       1.882196778110e-12       3.849140273173e-12       0.000000000000e+00       4.286249455092e-14       1.697881279657e-15      -2.780462758054e-16 
  581       3.229535858586e-10       1.917440921153e-12       3.916945837330e-12       0.000000000000e+00       4.259531036268e-14       1.724571244458e-15      -2.864518126103e-16 
  582       3.218343760262e-10       1.953126787976e-12       3.980682742682e-12       0.000000000000e+00       4.233020716934e-14       1.751771355869e-15      -2.947717391487e-16 
  583       3.207016706402e-10       1.989241693772e-12       4.040295200613e-12       0.000000000000e+00       4.206716218512e-14       1.779507910564e-15      -3.030061820947e-16 
  584       3.195561195517e-10       2.025772747993e-12       4.095727117627e-12       0.000000000000e+00       4.180615191568e-14       1.807807523152e-15      -3.111552827451e-16 
  585       3.183983820620e-10       2.062706853434e-12       4.146922094722e-12       0.000000000000e+00       4.154715215438e-14       1.836697127485e-15      -3.192191971036e-16 
  586       3.172291269629e-10       2.100030705317e-12       4.193823426759e-12       0.000000000000e+00       4.129013797854e-14       1.866203977966e-15      -3.271980959633e-16 
  587       3.160490325773e-10       2.137730790374e-12       4.236374101835e-12       0.000000000000e+00       4.103508374569e-14       1.896355650852e-15      -3.350921649913e-16 
  588       3.148587867993e-10       2.175793385932e-12       4.274516800651e-12       0.000000000000e+00       4.078196308985e-14       1.927180045566e-15      -3.429016048116e-16 
  589       3.136590871349e-10       2.214204558997e-12       4.308193895888e-12       0.000000000000e+00       4.053074891776e-14       1.958705386000e-15      -3.506266310889e-16 
  590       3.124506146629e-10       2.252950275816e-12       4.337356280577e-12       0.000000000000e+00       4.028141668886e-14       1.990947952640e-15      -3.582673133961e-16 
  591       3.112339551298e-10       2.292016735401e-12       4.361990093918e-12       0.000000000000e+00       4.003395435172e-14       2.023874943584e-15      -3.658230872769e-16 
  592       3.100096759868e-10       2.331390042426e-12       4.382090654006e-12       0.000000000000e+00       3.978835264554e-14       2.057440699249e-15      -3.732932303022e-16 
  593       3.087783523241e-10       2.371056096625e-12       4.397653690944e-12       0.000000000000e+00       3.954460183600e-14       2.091598885665e-15      -3.806770222246e-16 
  594       3.075405669024e-10       2.411000591909e-12       4.408675349252e-12       0.000000000000e+00       3.930269171265e-14       2.126302491565e-15      -3.879737450059e-16 
  595       3.062969101845e-10       2.451209015490e-12       4.415152190277e-12       0.000000000000e+00       3.906261158634e-14       2.161503825469e-15      -3.951826828457e-16 
  596       3.050479803663e-10       2.491666647001e-12       4.417081194602e-12       0.000000000000e+00       3.882435028654e-14       2.197154512764e-15      -4.023031222091e-16 
  597       3.037943834086e-10       2.532358557622e-12       4.414459764457e-12       0.000000000000e+00       3.858789615880e-14       2.233205492795e-15      -4.093343518551e-16 
  598       3.025367330684e-10       2.573269609199e-12       4.407285726127e-12       0.000000000000e+00       3.835323706208e-14       2.269607015946e-15      -4.162756628645e-16 
  599       3.012756509303e-10       2.614384453365e-12       4.395557332362e-12       0.000000000000e+00       3.812036036618e-14       2.306308640724e-15      -4.231263486680e-16 
  600       3.000117664377e-10       2.655687530667e-12       4.379273264787e-12       0.000000000000e+00       3.788925294908e-14       2.343259230848e-15      -4.298857050744e-16 
  601       2.987457169249e-10       2.697163069681e-12       4.358432636310e-12       0.000000000000e+00       3.765990119440e-14       2.380406952327e-15      -4.365530302985e-16 
  602       2.974781476476e-10       2.738795086141e-12       4.333034993537e-12       0.000000000000e+00       3.743229098870e-14       2.417699270552e-15      -4.431276249894e-16 
  603       2.962097118150e-10       2.780567382058e-12       4.303080319174e-12       0.000000000000e+00       3.720640771894e-14       2.455082947373e-15      -4.496087922585e-16 
  604       2.949410706212e-10       2.822463544839e-12       4.268569034442e-12       0.000000000000e+00       3.698223626983e-14       2.492504038192e-15      -4.559958377075e-16 
  605       2.936728932762e-10       2.864466946416e-12       4.229502001483e-12       0.000000000000e+00       3.675976102123e-14       2.529907889040e-15      -4.622880694567e-16 
  606       2.924058570374e-10       2.906560742362e-12       4.185880525775e-12       0.000000000000e+00       3.653896584554e-14       2.567239133667e-15      -4.684847981728e-16 
  607       2.911406472416e-10       2.948727871015e-12       4.137706358534e-12       0.000000000000e+00       3.631983410507e-14       2.604441690622e-15      -4.745853370974e-16 
  608       2.898779573358e-10       2.990951052603e-12       4.084981699130e-12       0.000000000000e+00       3.610234864945e-14       2.641458760344e-15      -4.805890020745e-16 
  609       2.886184889086e-10       3.033212788360e-12       4.027709197495e-12       0.000000000000e+00       3.588649181301e-14       2.678232822239e-15      -4.864951115791e-16 
  610       2.873629517222e-10       3.075495359653e-12       3.965891956531e-12       0.000000000000e+00       3.567224541216e-14       2.714705631772e-15      -4.923029867452e-16 
  611       2.861120637432e-10       3.117780827103e-12       3.899533534519e-12       0.000000000000e+00       3.545959074280e-14       2.750818217546e-15      -4.980119513937e-16 
  612       2.848665511745e-10       3.160051029706e-12       3.828637947533e-12       0.000000000000e+00       3.524850857767e-14       2.786510878389e-15      -5.036213320607e-16 
  613       2.836271484863e-10       3.202287583957e-12       3.753209671846e-12       0.000000000000e+00       3.503897916377e-14       2.821723180440e-15      -5.091304580252e-16 
  614       2.823945984478e-10       3.244471882967e-12       3.673253646338e-12       0.000000000000e+00       3.483098221975e-14       2.856393954230e-15      -5.145386613377e-16 
  615       2.811696521587e-10       3.286585095594e-12       3.588775274911e-12       0.000000000000e+00       3.462449693327e-14       2.890461291770e-15      -5.198452768482e-16 
  616       2.799530171507e-10       3.328609041473e-12       3.499786602619e-12       0.000000000000e+00       3.441950446171e-14       2.923879160721e-15      -5.250497544075e-16 
  617       2.787452002823e-10       3.370528840649e-12       3.406324999608e-12       0.000000000000e+00       3.421599550450e-14       2.956667684344e-15      -5.301519983307e-16 
  618       2.775466611905e-10       3.412330324883e-12       3.308434923852e-12       0.000000000000e+00       3.401396290474e-14       2.988864045013e-15      -5.351520360183e-16 
  619       2.763578638988e-10       3.453999166804e-12       3.206161791785e-12       0.000000000000e+00       3.381339916026e-14       3.020505977104e-15      -5.400499065731e-16 
  620       2.751792768326e-10       3.495520879313e-12       3.099551982653e-12       0.000000000000e+00       3.361429642183e-14       3.051631769325e-15      -5.448456608634e-16 
  621       2.740113728337e-10       3.536880814977e-12       2.988652842873e-12       0.000000000000e+00       3.341664649131e-14       3.082280267044e-15      -5.495393615868e-16 
  622       2.728546291757e-10       3.578064165430e-12       2.873512690400e-12       0.000000000000e+00       3.322044081984e-14       3.112490874625e-15      -5.541310833332e-16 
  623       2.717095275791e-10       3.619055960771e-12       2.754180819075e-12       0.000000000000e+00       3.302567050603e-14       3.142303557756e-15      -5.586209126489e-16 
  624       2.705765542259e-10       3.659841068963e-12       2.630707502992e-12       0.000000000000e+00       3.283232629411e-14       3.171758845783e-15      -5.630089480998e-16 
  625       2.694561997750e-10       3.700404195231e-12       2.503144000853e-12       0.000000000000e+00       3.264039857214e-14       3.200897834036e-15      -5.672953003349e-16 
  626       2.683489593771e-10       3.740729881460e-12       2.371542560327e-12       0.000000000000e+00       3.244987737017e-14       3.229762186165e-15      -5.714800921497e-16 
  627       2.672553326898e-10       3.780802505596e-12       2.235956422410e-12       0.000000000000e+00       3.226075235842e-14       3.258394136472e-15      -5.755634585501e-16 
  628       2.661758238924e-10       3.820606281042e-12       2.096439825784e-12       0.000000000000e+00       3.207301284545e-14       3.286836492235e-15      -5.795455468155e-16 
  629       2.651109417013e-10       3.860125256059e-12       1.953048011174e-12       0.000000000000e+00       3.188664777636e-14       3.315132636049e-15      -5.834265165625e-16 
  630       2.640611993845e-10       3.899343313161e-12       1.805837225708e-12       0.000000000000e+00       3.170164573096e-14       3.343326528148e-15      -5.872065398084e-16 
  631       2.630271147773e-10       3.938244168519e-12       1.654864727277e-12       0.000000000000e+00       3.151799492191e-14       3.371462708743e-15      -5.908858010346e-16 
  632       2.620092102966e-10       3.976811371354e-12       1.500188788892e-12       0.000000000000e+00       3.133568319299e-14       3.399586300347e-15      -5.944644972503e-16 
  633       2.610080129566e-10       4.015028303340e-12       1.341868703044e-12       0.000000000000e+00       3.115469801716e-14       3.427743010115e-15      -5.979428380557e-16 
  634       2.600240543834e-10       4.052878178000e-12       1.179964786061e-12       0.000000000000e+00       3.097502649483e-14       3.455979132164e-15      -6.013210457057e-16 
  635       2.590578708300e-10       4.090344040105e-12       1.014538382470e-12       0.000000000000e+00       3.079665535201e-14       3.484341549914e-15      -6.045993551737e-16 
  636       2.581100031916e-10       4.127408765075e-12       8.456518693518e-13       0.000000000000e+00       3.061957093847e-14       3.512877738412e-15      -6.077780142145e-16 
  637       2.571809970205e-10       4.164055058372e-12       6.733686607048e-13       0.000000000000e+00       3.044375922594e-14       3.541635766669e-15      -6.108572834281e-16 
  638       2.562714025410e-10       4.200265454907e-12       4.977532117991e-13       0.000000000000e+00       3.026920580629e-14       3.570664299986e-15      -6.138374363234e-16 
  639       2.553817746647e-10       4.236022318430e-12       3.188710235382e-13       0.000000000000e+00       3.009589588966e-14       3.600012602289e-15      -6.167187593813e-16 
  640       2.545126730053e-10       4.271307840935e-12       1.367886468167e-13       0.000000000000e+00       2.992381430273e-14       3.629730538458e-15      -6.195015521186e-16 
  641       2.536646618936e-10       4.306104042055e-12      -4.842631312044e-14       0.000000000000e+00       2.975294548682e-14       3.659868576659e-15      -6.221861271513e-16 
  642       2.528383103928e-10       4.340392768461e-12      -2.367051923193e-13       0.000000000000e+00       2.958327349608e-14       3.690477790675e-15      -6.247728102579e-16 
  643       2.520341295360e-10       4.374157163133e-12      -4.279768658752e-13       0.000000000000e+00       2.941478389318e-14       3.721593403556e-15      -6.272620326914e-16 
  644       2.512523824488e-10       4.407386110935e-12      -6.221635151416e-13       0.000000000000e+00       2.924746948708e-14       3.753185004362e-15      -6.296546102810e-16 
  645       2.504932699528e-10       4.440069892610e-12      -8.191847559653e-13       0.000000000000e+00       2.908132472169e-14       3.785205207681e-15      -6.319514707818e-16 
  646       2.497569929502e-10       4.472198723858e-12      -1.018959023129e-12       0.000000000000e+00       2.891634378890e-14       3.817606007722e-15      -6.341535622893e-16 
  647       2.490437524205e-10       4.503762755154e-12      -1.221403565589e-12       0.000000000000e+00       2.875252062728e-14       3.850338775881e-15      -6.362618533296e-16 
  648       2.483537494177e-10       4.534752071583e-12      -1.426434441709e-12       0.000000000000e+00       2.858984892084e-14       3.883354258297e-15      -6.382773329500e-16 
  649       2.476871850665e-10       4.565156692657e-12      -1.633966514498e-12       0.000000000000e+00       2.842832209775e-14       3.916602573418e-15      -6.402010108087e-16 
  650       2.470442605596e-10       4.594966572140e-12      -1.843913446844e-12       0.000000000000e+00       2.826793332907e-14       3.950033209559e-15      -6.420339172657e-16 
  651       2.464251771545e-10       4.624171597877e-12      -2.056187696755e-12       0.000000000000e+00       2.810867552745e-14       3.983595022466e-15      -6.437771034724e-16 
  652       2.458301361702e-10       4.652761591613e-12      -2.270700512589e-12       0.000000000000e+00       2.795054134589e-14       4.017236232877e-15      -6.454316414621e-16 
  653       2.452593389839e-10       4.680726308825e-12      -2.487361928294e-12       0.000000000000e+00       2.779352317647e-14       4.050904424085e-15      -6.469986242405e-16 
  654       2.447129870282e-10       4.708055438536e-12      -2.706080758643e-12       0.000000000000e+00       2.763761314906e-14       4.084546539496e-15      -6.484791658755e-16 
  655       2.441912817876e-10       4.734738603151e-12      -2.926764594469e-12       0.000000000000e+00       2.748280313005e-14       4.118108880193e-15      -6.498744015877e-16 
  656       2.436944247958e-10       4.760765358272e-12      -3.149319797903e-12       0.000000000000e+00       2.732908472109e-14       4.151537102498e-15      -6.511854878405e-16 
  657       2.432226176317e-10       4.786125192530e-12      -3.373651497610e-12       0.000000000000e+00       2.717644925779e-14       4.184776215533e-15      -6.524136024305e-16 
  658       2.427760619172e-10       4.810807527404e-12      -3.599663584021e-12       0.000000000000e+00       2.702488780850e-14       4.217770578781e-15      -6.535599445775e-16 
  659       2.423549593133e-10       4.834801717049e-12      -3.827258704576e-12       0.000000000000e+00       2.687439117299e-14       4.250463899647e-15      -6.546257350152e-16 
  660       2.419595115172e-10       4.858097048118e-12      -4.056338258955e-12       0.000000000000e+00       2.672494988118e-14       4.282799231023e-15      -6.556122160806e-16 
  661       2.415899202594e-10       4.880682739590e-12      -4.286802394315e-12       0.000000000000e+00       2.657655419192e-14       4.314718968846e-15      -6.565206518053e-16 
  662       2.412463873000e-10       4.902547942591e-12      -4.518550000526e-12       0.000000000000e+00       2.642919409164e-14       4.346164849660e-15      -6.573523280049e-16 
  663       2.409291144260e-10       4.923681740222e-12      -4.751478705409e-12       0.000000000000e+00       2.628285929315e-14       4.377077948178e-15      -6.581085523695e-16 
  664       2.406383034478e-10       4.944073147380e-12      -4.985484869969e-12       0.000000000000e+00       2.613753923432e-14       4.407398674848e-15      -6.587906545541e-16 
  665       2.403741561962e-10       4.963711110583e-12      -5.220463583635e-12       0.000000000000e+00       2.599322307682e-14       4.437066773405e-15      -6.593999862687e-16 
  666       2.401368745193e-10       4.982584507800e-12      -5.456308659491e-12       0.000000000000e+00       2.584989970487e-14       4.466021318441e-15      -6.599379213685e-16 
  667       2.399266602792e-10       5.000682148268e-12      -5.692912629517e-12       0.000000000000e+00       2.570755772395e-14       4.494200712965e-15      -6.604058559441e-16 
  668       2.397437153488e-10       5.017992772322e-12      -5.930166739821e-12       0.000000000000e+00       2.556618545950e-14       4.521542685961e-15      -6.608052084121e-16 
  669       2.395882416088e-10       5.034505051215e-12      -6.167960945879e-12       0.000000000000e+00       2.542577095572e-14       4.547984289952e-15      -6.611374196048e-16 
  670       2.394604409444e-10       5.050207586948e-12      -6.406183907768e-12       0.000000000000e+00       2.528630197421e-14       4.573461898563e-15      -6.614039528609e-16 
  671       2.393604615864e-10       5.065090606418e-12      -6.644727455379e-12       0.000000000000e+00       2.514776745869e-14       4.597927529417e-15      -6.616060165778e-16 
  672       2.392882358615e-10       5.079151084629e-12      -6.883500100168e-12       0.000000000000e+00       2.501016196628e-14       4.621398206989e-15      -6.617437250727e-16 
  673       2.392436389108e-10       5.092387732440e-12      -7.122413807525e-12       0.000000000000e+00       2.487348132998e-14       4.643907667347e-15      -6.618169196695e-16 
  674       2.392265420089e-10       5.104799312585e-12      -7.361379549812e-12       0.000000000000e+00       2.473772120054e-14       4.665490131819e-15      -6.618254446025e-16 
  675       2.392368125466e-10       5.116384639954e-12      -7.600307302789e-12       0.000000000000e+00       2.460287704556e-14       4.686180308905e-15      -6.617691470323e-16 
  676       2.392743140137e-10       5.127142581868e-12      -7.839106042038e-12       0.000000000000e+00       2.446894414870e-14       4.706013396176e-15      -6.616478770625e-16 
  677       2.393389059810e-10       5.137072058349e-12      -8.077683739390e-12       0.000000000000e+00       2.433591760870e-14       4.725025082188e-15      -6.614614877558e-16 
  678       2.394304440832e-10       5.146172042403e-12      -8.315947359348e-12       0.000000000000e+00       2.420379233855e-14       4.743251548383e-15      -6.612098351506e-16 
  679       2.395487800014e-10       5.154441560291e-12      -8.553802855519e-12       0.000000000000e+00       2.407256306461e-14       4.760729470998e-15      -6.608927782773e-16 
  680       2.396937614456e-10       5.161879691804e-12      -8.791155167032e-12       0.000000000000e+00       2.394222432568e-14       4.777496022966e-15      -6.605101791746e-16 
  681       2.398652321374e-10       5.168485570541e-12      -9.027908214968e-12       0.000000000000e+00       2.381277047219e-14       4.793588875831e-15      -6.600619029061e-16 
  682       2.400630317925e-10       5.174258384183e-12      -9.263964898785e-12       0.000000000000e+00       2.368419566527e-14       4.809046201647e-15      -6.595478175763e-16 
  683       2.402869961030e-10       5.179197374769e-12      -9.499227092744e-12       0.000000000000e+00       2.355649387587e-14       4.823906674886e-15      -6.589677943474e-16 
  684       2.405369567203e-10       5.183301838971e-12      -9.733595642333e-12       0.000000000000e+00       2.342965888390e-14       4.838209474346e-15      -6.583217074553e-16 
  685       2.408127412375e-10       5.186571128370e-12      -9.966970360694e-12       0.000000000000e+00       2.330368427732e-14       4.851994285054e-15      -6.576094342265e-16 
  686       2.411141731719e-10       5.189004649732e-12      -1.019925002505e-11       0.000000000000e+00       2.317856345128e-14       4.865301300177e-15      -6.568308550937e-16 
  687       2.414410719477e-10       5.190601865281e-12      -1.043033237312e-11       0.000000000000e+00       2.305428960726e-14       4.878171222923e-15      -6.559858536128e-16 
  688       2.417932528786e-10       5.191362292977e-12      -1.066011409958e-11       0.000000000000e+00       2.293085575211e-14       4.890645268451e-15      -6.550743164793e-16 
  689       2.421705271499e-10       5.191285506791e-12      -1.088849085242e-11       0.000000000000e+00       2.280825469725e-14       4.902765165774e-15      -6.540961335441e-16 
  690       2.425727018017e-10       5.190371136980e-12      -1.111535722945e-11       0.000000000000e+00       2.268647905775e-14       4.914573159668e-15      -6.530511978306e-16 
  691       2.429995797110e-10       5.188618870362e-12      -1.134060677467e-11       0.000000000000e+00       2.256552125146e-14       4.926112012577e-15      -6.519394055504e-16 
  692       2.434509595744e-10       5.186028450594e-12      -1.156413197472e-11       0.000000000000e+00       2.244537349811e-14       4.937425006521e-15      -6.507606561203e-16 
  693       2.439266358907e-10       5.182599678444e-12      -1.178582425528e-11       0.000000000000e+00       2.232602781846e-14       4.948555944998e-15      -6.495148521781e-16 
  694       2.444263989433e-10       5.178332412067e-12      -1.200557397755e-11       0.000000000000e+00       2.220747603336e-14       4.959549154893e-15      -6.482018995995e-16 
  695       2.449500347830e-10       5.173226567285e-12      -1.222327043461e-11       0.000000000000e+00       2.208970976296e-14       4.970449488386e-15      -6.468217075141e-16 
  696       2.454973252102e-10       5.167282117855e-12      -1.243880184789e-11       0.000000000000e+00       2.197272042574e-14       4.981302324854e-15      -6.453741883220e-16 
  697       2.460680477580e-10       5.160499095752e-12      -1.265205536357e-11       0.000000000000e+00       2.185649923766e-14       4.992153572781e-15      -6.438592577100e-16 
  698       2.466619756740e-10       5.152877591438e-12      -1.286291704904e-11       0.000000000000e+00       2.174103721131e-14       5.003049671661e-15      -6.422768346681e-16 
  699       2.472788779037e-10       5.144417754144e-12      -1.307127188927e-11       0.000000000000e+00       2.162632515498e-14       5.014037593908e-15      -6.406268415060e-16 
  700       2.479185190724e-10       5.135119792138e-12      -1.327700378329e-11       0.000000000000e+00       2.151235367178e-14       5.025164846757e-15      -6.389092038690e-16 
  701       2.485806348568e-10       5.124985263718e-12      -1.348000495169e-11       0.000000000000e+00       2.139911428785e-14       5.036468203624e-15      -6.371239806195e-16 
  702       2.492648575728e-10       5.114020979075e-12      -1.368020438110e-11       0.000000000000e+00       2.128660286426e-14       5.047939637106e-15      -6.352717564109e-16 
  703       2.499707890055e-10       5.102235180135e-12      -1.387753996430e-11       0.000000000000e+00       2.117481625429e-14       5.059559681132e-15      -6.333532573115e-16 
  704       2.506980248565e-10       5.089636257786e-12      -1.407194914145e-11       0.000000000000e+00       2.106375118024e-14       5.071308636495e-15      -6.313692217280e-16 
  705       2.514461547206e-10       5.076232752472e-12      -1.426336889878e-11       0.000000000000e+00       2.095340423279e-14       5.083166570012e-15      -6.293204004529e-16 
  706       2.522147620625e-10       5.062033354777e-12      -1.445173576733e-11       0.000000000000e+00       2.084377187044e-14       5.095113313681e-15      -6.272075567130e-16 
  707       2.530034241929e-10       5.047046906022e-12      -1.463698582168e-11       0.000000000000e+00       2.073485041883e-14       5.107128463841e-15      -6.250314662173e-16 
  708       2.538117122455e-10       5.031282398849e-12      -1.481905467863e-11       0.000000000000e+00       2.062663607022e-14       5.119191380327e-15      -6.227929172050e-16 
  709       2.546391911535e-10       5.014748977817e-12      -1.499787749599e-11       0.000000000000e+00       2.051912488283e-14       5.131281185629e-15      -6.204927104937e-16 
  710       2.554854196260e-10       4.997455939988e-12      -1.517338897121e-11       0.000000000000e+00       2.041231278023e-14       5.143376764050e-15      -6.181316595272e-16 
  711       2.563499501244e-10       4.979412735519e-12      -1.534552334018e-11       0.000000000000e+00       2.030619555077e-14       5.155456760864e-15      -6.157105904238e-16 
  712       2.572323288393e-10       4.960628968252e-12      -1.551421437592e-11       0.000000000000e+00       2.020076884692e-14       5.167499581473e-15      -6.132303420240e-16 
  713       2.581320956671e-10       4.941114396303e-12      -1.567939538729e-11       0.000000000000e+00       2.009602818474e-14       5.179483390566e-15      -6.106917659392e-16 
  714       2.590487841860e-10       4.920878932656e-12      -1.584099921773e-11       0.000000000000e+00       1.999196894319e-14       5.191386111276e-15      -6.080957265989e-16 
  715       2.599819216332e-10       4.899932645747e-12      -1.599895824395e-11       0.000000000000e+00       1.988858636359e-14       5.203185424339e-15      -6.054431012994e-16 
  716       2.609310288809e-10       4.878285760061e-12      -1.615320437469e-11       0.000000000000e+00       1.978587554896e-14       5.214858767251e-15      -6.027347802514e-16 
  717       2.618956204134e-10       4.855948656717e-12      -1.630366904944e-11       0.000000000000e+00       1.968383146347e-14       5.226383333424e-15      -5.999716666286e-16 
  718       2.628752043032e-10       4.832931874061e-12      -1.645028323710e-11       0.000000000000e+00       1.958244893176e-14       5.237736071348e-15      -5.971546766151e-16 
  719       2.638692821878e-10       4.809246108255e-12      -1.659297743478e-11       0.000000000000e+00       1.948172263843e-14       5.248893683746e-15      -5.942847394538e-16 
  720       2.648773492461e-10       4.784902213869e-12      -1.673168166647e-11       0.000000000000e+00       1.938164712732e-14       5.259832626732e-15      -5.913627974945e-16 
  721       2.658988941751e-10       4.759911204469e-12      -1.686632548178e-11       0.000000000000e+00       1.928221680102e-14       5.270529108969e-15      -5.883898062418e-16 
  722       2.669333991663e-10       4.734284253206e-12      -1.699683795464e-11       0.000000000000e+00       1.918342592017e-14       5.280959090829e-15      -5.853667344031e-16 
  723       2.679803398824e-10       4.708032693413e-12      -1.712314768206e-11       0.000000000000e+00       1.908526860290e-14       5.291098283547e-15      -5.822945639368e-16 
  724       2.690391854338e-10       4.681168019186e-12      -1.724518278281e-11       0.000000000000e+00       1.898773882421e-14       5.300922148383e-15      -5.791742901002e-16 
  725       2.701093983551e-10       4.653701885982e-12      -1.736287089615e-11       0.000000000000e+00       1.889083041538e-14       5.310405895775e-15      -5.760069214978e-16 
  726       2.711904345817e-10       4.625646111204e-12      -1.747613918059e-11       0.000000000000e+00       1.879453706333e-14       5.319524484502e-15      -5.727934801289e-16 
  727       2.722817434264e-10       4.597012674794e-12      -1.758491431255e-11       0.000000000000e+00       1.869885231005e-14       5.328252620839e-15      -5.695350014362e-16 
  728       2.733827675557e-10       4.567813719822e-12      -1.768912248511e-11       0.000000000000e+00       1.860376955197e-14       5.336564757715e-15      -5.662325343532e-16 
  729       2.744929429669e-10       4.538061553078e-12      -1.778868940674e-11       0.000000000000e+00       1.850928203936e-14       5.344435093871e-15      -5.628871413531e-16 
  730       2.756116989640e-10       4.507768645659e-12      -1.788354030000e-11       0.000000000000e+00       1.841538287573e-14       5.351837573019e-15      -5.594998984958e-16 
  731       2.767384581346e-10       4.476947633563e-12      -1.797359990029e-11       0.000000000000e+00       1.832206501721e-14       5.358745882998e-15      -5.560718954768e-16 
  732       2.778726526260e-10       4.445611578655e-12      -1.805880337416e-11       0.000000000000e+00       1.822932210669e-14       5.365138277798e-15      -5.526040774440e-16 
  733       2.790137733766e-10       4.413774756091e-12      -1.813912931567e-11       0.000000000000e+00       1.813715099570e-14       5.371012150725e-15      -5.490967668935e-16 
  734       2.801613218187e-10       4.381451883751e-12      -1.821456740495e-11       0.000000000000e+00       1.804554927154e-14       5.376369749938e-15      -5.455501323432e-16 
  735       2.813147936484e-10       4.348657863934e-12      -1.828510754931e-11       0.000000000000e+00       1.795451442673e-14       5.381213382118e-15      -5.419643457128e-16 
  736       2.824736788058e-10       4.315407784000e-12      -1.835073988438e-11       0.000000000000e+00       1.786404385859e-14       5.385545412704e-15      -5.383395823369e-16 
  737       2.836374614548e-10       4.281716917024e-12      -1.841145477527e-11       0.000000000000e+00       1.777413486876e-14       5.389368266131e-15      -5.346760209776e-16 
  738       2.848056199638e-10       4.247600722439e-12      -1.846724281777e-11       0.000000000000e+00       1.768478466285e-14       5.392684426069e-15      -5.309738438368e-16 
  739       2.859776268858e-10       4.213074846692e-12      -1.851809483944e-11       0.000000000000e+00       1.759599034997e-14       5.395496435653e-15      -5.272332365696e-16 
  740       2.871529489381e-10       4.178155123882e-12      -1.856400190086e-11       0.000000000000e+00       1.750774894235e-14       5.397806897726e-15      -5.234543882962e-16 
  741       2.883310469832e-10       4.142857576420e-12      -1.860495529672e-11       0.000000000000e+00       1.742005735488e-14       5.399618475071e-15      -5.196374916149e-16 
  742       2.895113760086e-10       4.107198415668e-12      -1.864094655703e-11       0.000000000000e+00       1.733291240473e-14       5.400933890651e-15      -5.157827426148e-16 
  743       2.906933851070e-10       4.071194042591e-12      -1.867196744826e-11       0.000000000000e+00       1.724631081090e-14       5.401755927843e-15      -5.118903408883e-16 
  744       2.918765174567e-10       4.034861048410e-12      -1.869800997450e-11       0.000000000000e+00       1.716024919382e-14       5.402087430673e-15      -5.079604895440e-16 
  745       2.930602103015e-10       3.998216215241e-12      -1.871906637865e-11       0.000000000000e+00       1.707472407490e-14       5.401931304059e-15      -5.039933952190e-16 
  746       2.942438949313e-10       3.961276516751e-12      -1.873512914354e-11       0.000000000000e+00       1.698973187615e-14       5.401290514039e-15      -4.999892680919e-16 
  747       2.954269966618e-10       3.924059118805e-12      -1.874619099314e-11       0.000000000000e+00       1.690526891974e-14       5.400168088014e-15      -4.959483218953e-16 
  748       2.966089348152e-10       3.886581380112e-12      -1.875224489367e-11       0.000000000000e+00       1.682133142758e-14       5.398567114983e-15      -4.918707739283e-16 
